   parents    ,   has_nurs   ,   form    ,   children  ,   housing    ,   finance      ,   social ,   health  
usual,less_proper,2,3.5,convenient,inconv,problematic,priority
usual,less_proper,2,3.5,less_conv,convenient,nonprob,priority
usual,less_proper,2,3.5,less_conv,convenient,slightly_prob,not_recom
usual,less_proper,2,3.5,less_conv,convenient,problematic,priority
usual,less_proper,2,3.5,less_conv,inconv,problematic,priority
usual,less_proper,2,3.5,critical,convenient,nonprob,not_recom
usual,less_proper,2,3.5,critical,convenient,problematic,recommended
usual,less_proper,2,3.5,critical,convenient,problematic,priority
usual,less_proper,2,3.5,critical,inconv,nonprob,recommended
usual,less_proper,2,3.5,critical,inconv,slightly_prob,priority
usual,less_proper,2,3.5,critical,inconv,slightly_prob,not_recom
usual,less_proper,3,1,convenient,convenient,problematic,recommended
usual,less_proper,3,1,convenient,inconv,problematic,recommended
usual,less_proper,3,1,convenient,inconv,problematic,priority
usual,less_proper,3,1,less_conv,inconv,slightly_prob,recommended
usual,less_proper,3,1,less_conv,inconv,slightly_prob,not_recom
usual,less_proper,3,1,critical,convenient,slightly_prob,priority
usual,less_proper,3,2,convenient,inconv,nonprob,not_recom
usual,less_proper,3,2,convenient,inconv,problematic,not_recom
usual,less_proper,3,2,less_conv,convenient,slightly_prob,not_recom
usual,less_proper,3,2,less_conv,convenient,problematic,priority
usual,less_proper,3,2,less_conv,inconv,nonprob,recommended
usual,less_proper,3,2,less_conv,inconv,nonprob,priority
usual,less_proper,3,2,less_conv,inconv,slightly_prob,priority
usual,less_proper,3,2,less_conv,inconv,problematic,not_recom
usual,less_proper,3,2,critical,inconv,slightly_prob,priority
usual,less_proper,3,2,critical,inconv,problematic,not_recom
usual,less_proper,3,3,convenient,convenient,slightly_prob,recommended
usual,less_proper,3,3,convenient,convenient,problematic,recommended
usual,less_proper,3,3,convenient,convenient,problematic,priority
usual,less_proper,3,3,convenient,inconv,nonprob,not_recom
usual,less_proper,3,3,less_conv,convenient,slightly_prob,priority
usual,less_proper,3,3,less_conv,inconv,nonprob,priority
usual,less_proper,3,3,less_conv,inconv,slightly_prob,not_recom
usual,less_proper,3,3,critical,convenient,nonprob,recommended
usual,less_proper,3,3,critical,inconv,nonprob,priority
usual,less_proper,3,3,critical,inconv,problematic,not_recom
usual,less_proper,3,3.5,convenient,convenient,slightly_prob,priority
usual,less_proper,3,3.5,convenient,convenient,slightly_prob,not_recom
usual,less_proper,3,3.5,convenient,convenient,problematic,not_recom
usual,less_proper,3,3.5,convenient,inconv,problematic,priority
usual,less_proper,3,3.5,convenient,inconv,problematic,not_recom
usual,less_proper,3,3.5,less_conv,convenient,nonprob,recommended
usual,less_proper,3,3.5,less_conv,convenient,slightly_prob,not_recom
usual,less_proper,3,3.5,less_conv,inconv,slightly_prob,not_recom
usual,less_proper,3,3.5,critical,convenient,nonprob,recommended
usual,less_proper,3,3.5,critical,inconv,slightly_prob,priority
usual,improper,1,1,convenient,convenient,nonprob,not_recom
usual,improper,1,1,convenient,convenient,slightly_prob,not_recom
usual,improper,1,1,convenient,convenient,problematic,not_recom
usual,improper,1,1,convenient,inconv,slightly_prob,priority
usual,improper,1,1,less_conv,convenient,nonprob,not_recom
usual,improper,1,1,less_conv,inconv,nonprob,recommended
usual,improper,1,1,less_conv,inconv,nonprob,priority
usual,improper,1,1,less_conv,inconv,nonprob,not_recom
usual,improper,1,1,critical,convenient,nonprob,priority
usual,improper,1,1,critical,convenient,slightly_prob,recommended
usual,improper,1,1,critical,convenient,slightly_prob,priority
usual,improper,1,1,critical,convenient,slightly_prob,not_recom
usual,improper,1,1,critical,convenient,problematic,recommended
usual,improper,1,1,critical,convenient,problematic,priority
usual,improper,1,1,critical,inconv,slightly_prob,recommended
usual,improper,1,2,convenient,inconv,slightly_prob,recommended
usual,improper,1,2,convenient,inconv,slightly_prob,not_recom
usual,improper,1,2,convenient,inconv,problematic,recommended
usual,improper,1,2,convenient,inconv,problematic,not_recom
usual,improper,1,2,less_conv,convenient,nonprob,not_recom
usual,improper,1,2,less_conv,inconv,nonprob,priority
usual,improper,1,2,less_conv,inconv,slightly_prob,priority
usual,improper,1,2,less_conv,inconv,slightly_prob,not_recom
usual,improper,1,2,less_conv,inconv,problematic,priority
usual,improper,1,2,critical,convenient,nonprob,not_recom
usual,improper,1,2,critical,convenient,slightly_prob,recommended
usual,improper,1,2,critical,inconv,problematic,not_recom
usual,improper,1,3,convenient,convenient,slightly_prob,not_recom
usual,improper,1,3,less_conv,convenient,nonprob,priority
usual,improper,1,3,less_conv,convenient,nonprob,not_recom
usual,improper,1,3,less_conv,convenient,slightly_prob,priority
usual,improper,1,3,less_conv,inconv,nonprob,not_recom
usual,improper,1,3,critical,convenient,nonprob,recommended
usual,improper,1,3,critical,inconv,nonprob,priority
usual,improper,1,3,critical,inconv,slightly_prob,not_recom
usual,improper,1,3.5,convenient,convenient,problematic,recommended
usual,improper,1,3.5,convenient,inconv,nonprob,recommended
usual,improper,1,3.5,convenient,inconv,nonprob,not_recom
usual,improper,1,3.5,less_conv,convenient,slightly_prob,not_recom
usual,improper,1,3.5,less_conv,convenient,problematic,recommended
usual,improper,1,3.5,less_conv,inconv,problematic,not_recom
usual,improper,1,3.5,critical,convenient,nonprob,recommended
usual,improper,1,3.5,critical,convenient,problematic,recommended
usual,improper,1,3.5,critical,convenient,problematic,priority
usual,improper,1,3.5,critical,inconv,nonprob,priority
usual,improper,1,3.5,critical,inconv,slightly_prob,not_recom
usual,improper,1,1,convenient,inconv,nonprob,recommended
usual,improper,1,1,less_conv,convenient,nonprob,priority
usual,improper,1,1,less_conv,convenient,nonprob,not_recom
usual,improper,1,1,less_conv,convenient,slightly_prob,recommended
usual,improper,1,1,less_conv,convenient,slightly_prob,priority
usual,improper,1,1,less_conv,inconv,problematic,priority
usual,improper,1,1,less_conv,inconv,problematic,not_recom
usual,improper,1,1,critical,convenient,nonprob,not_recom
usual,improper,1,1,critical,inconv,nonprob,priority
usual,improper,1,1,critical,inconv,slightly_prob,not_recom
usual,improper,1,1,critical,inconv,problematic,recommended
usual,improper,1,2,convenient,convenient,slightly_prob,recommended
usual,improper,1,2,convenient,convenient,slightly_prob,priority
usual,improper,1,2,convenient,inconv,nonprob,recommended
usual,improper,1,2,convenient,inconv,nonprob,priority
usual,improper,1,2,convenient,inconv,slightly_prob,recommended
usual,improper,1,2,less_conv,convenient,problematic,not_recom
usual,improper,1,2,less_conv,inconv,problematic,recommended
usual,improper,1,2,less_conv,inconv,problematic,not_recom
usual,improper,1,2,critical,convenient,slightly_prob,recommended
usual,improper,1,2,critical,convenient,slightly_prob,priority
usual,improper,1,2,critical,convenient,slightly_prob,not_recom
usual,improper,1,2,critical,convenient,problematic,priority
usual,improper,1,2,critical,inconv,problematic,recommended
usual,improper,1,3,convenient,inconv,nonprob,not_recom
usual,improper,1,3,convenient,inconv,slightly_prob,recommended
usual,improper,1,3,less_conv,inconv,problematic,not_recom
usual,improper,1,3,critical,convenient,nonprob,not_recom
usual,improper,1,3,critical,convenient,slightly_prob,priority
usual,improper,1,3,critical,convenient,slightly_prob,not_recom
usual,improper,1,3,critical,inconv,slightly_prob,recommended
usual,improper,1,3.5,convenient,convenient,slightly_prob,recommended
usual,improper,1,3.5,convenient,inconv,nonprob,recommended
usual,improper,1,3.5,less_conv,convenient,nonprob,priority
usual,improper,1,3.5,less_conv,convenient,nonprob,not_recom
usual,improper,1,3.5,less_conv,convenient,slightly_prob,recommended
usual,improper,1,3.5,critical,convenient,slightly_prob,recommended
usual,improper,1,3.5,critical,convenient,slightly_prob,not_recom
usual,improper,1,3.5,critical,inconv,slightly_prob,not_recom
usual,improper,2,1,convenient,convenient,slightly_prob,recommended
usual,improper,2,1,convenient,convenient,slightly_prob,priority
usual,improper,2,1,convenient,inconv,nonprob,recommended
usual,improper,2,1,convenient,inconv,slightly_prob,not_recom
usual,improper,2,1,less_conv,convenient,nonprob,recommended
usual,improper,2,1,less_conv,convenient,slightly_prob,not_recom
usual,improper,2,1,less_conv,inconv,nonprob,not_recom
usual,improper,2,1,less_conv,inconv,slightly_prob,priority
usual,improper,2,1,critical,convenient,nonprob,recommended
usual,improper,2,2,convenient,convenient,nonprob,not_recom
usual,improper,2,2,convenient,inconv,nonprob,recommended
usual,improper,2,2,convenient,inconv,nonprob,priority
usual,improper,2,2,convenient,inconv,slightly_prob,priority
usual,improper,2,2,less_conv,convenient,nonprob,recommended
usual,improper,2,2,less_conv,convenient,slightly_prob,recommended
usual,improper,2,2,less_conv,convenient,problematic,priority
usual,improper,2,2,less_conv,inconv,nonprob,not_recom
usual,improper,2,2,less_conv,inconv,slightly_prob,recommended
usual,improper,2,2,critical,convenient,nonprob,priority
usual,improper,2,2,critical,convenient,problematic,priority
usual,improper,2,2,critical,inconv,nonprob,not_recom
usual,improper,2,3,convenient,convenient,problematic,priority
usual,improper,2,3,less_conv,inconv,nonprob,recommended
usual,improper,2,3,less_conv,inconv,nonprob,not_recom
usual,improper,2,3,less_conv,inconv,slightly_prob,recommended
usual,improper,2,3,critical,convenient,nonprob,not_recom
usual,improper,2,3,critical,convenient,slightly_prob,priority
usual,improper,2,3,critical,convenient,problematic,recommended
usual,improper,2,3,critical,inconv,nonprob,priority
usual,improper,2,3,critical,inconv,slightly_prob,priority
usual,improper,2,3,critical,inconv,problematic,recommended
usual,improper,2,3.5,convenient,convenient,problematic,not_recom
usual,improper,2,3.5,less_conv,convenient,problematic,priority
usual,improper,2,3.5,less_conv,inconv,slightly_prob,not_recom
usual,improper,2,3.5,less_conv,inconv,problematic,priority
usual,improper,2,3.5,critical,convenient,nonprob,recommended
usual,improper,2,3.5,critical,convenient,problematic,priority
usual,improper,3,1,convenient,inconv,slightly_prob,recommended
usual,improper,3,1,convenient,inconv,slightly_prob,priority
usual,improper,3,1,convenient,inconv,slightly_prob,not_recom
usual,improper,3,1,convenient,inconv,problematic,recommended
usual,improper,3,1,less_conv,convenient,problematic,not_recom
usual,improper,3,1,less_conv,inconv,nonprob,not_recom
usual,improper,3,1,less_conv,inconv,slightly_prob,priority
usual,improper,3,1,critical,convenient,nonprob,not_recom
usual,improper,3,1,critical,convenient,problematic,priority
usual,improper,3,2,convenient,inconv,nonprob,not_recom
usual,improper,3,2,convenient,inconv,slightly_prob,recommended
usual,improper,3,2,convenient,inconv,problematic,priority
usual,improper,3,2,less_conv,convenient,problematic,recommended
usual,improper,3,2,less_conv,convenient,problematic,priority
usual,improper,3,2,less_conv,convenient,problematic,not_recom
usual,improper,3,2,critical,convenient,slightly_prob,priority
usual,improper,3,2,critical,inconv,nonprob,not_recom
usual,improper,3,2,critical,inconv,problematic,not_recom
usual,improper,3,3,convenient,convenient,nonprob,not_recom
usual,improper,3,3,convenient,convenient,slightly_prob,not_recom
usual,improper,3,3,convenient,convenient,problematic,recommended
usual,improper,3,3,convenient,inconv,slightly_prob,recommended
usual,improper,3,3,convenient,inconv,problematic,not_recom
usual,improper,3,3,less_conv,convenient,nonprob,priority
usual,improper,3,3,less_conv,inconv,nonprob,not_recom
usual,improper,3,3,less_conv,inconv,slightly_prob,priority
usual,improper,3,3,critical,convenient,nonprob,recommended
usual,improper,3,3,critical,inconv,nonprob,recommended
usual,improper,3,3,critical,inconv,nonprob,not_recom
usual,improper,3,3.5,convenient,convenient,problematic,not_recom
usual,improper,3,3.5,convenient,inconv,nonprob,recommended
usual,improper,3,3.5,convenient,inconv,slightly_prob,not_recom
