"1001-5000",184366,91
"1001-5000",176523,87
"1001-5000",144201,71
"1001-5000",119654,58
"1001-5000",143382,69
"1001-5000",178794,86
"1001-5000",178925,85
"1001-5000",158175,75
"1001-5000",170910,81
"1001-5000",135488,64
"1001-5000",129381,61
"1001-5000",118888,56
"1001-5000",125847,59
"1001-5000",115646,53
"1001-5000",140480,64
"1001-5000",112608,51
"1001-5000",119340,54
"1001-5000",100395,45
"1001-5000",96105,43
"1001-5000",73788,33
"1001-5000",67410,30
"1001-5000",103822,46
"1001-5000",108432,48
"1001-5000",76976,34
"1001-5000",118040,52
"1001-5000",77384,34
"1001-5000",107489,47
"1001-5000",560648,554
"1001-5000",529799,523
"1001-5000",626661,609
"1001-5000",493612,476
"1001-5000",635796,609
"1001-5000",482409,459
"1001-5000",455148,423
"1001-5000",418112,376
"1001-5000",550125,489
"1001-5000",500021,439
"1001-5000",427831,373
"1001-5000",544040,469
"1001-5000",407508,348
"1001-5000",400520,340
"1001-5000",484980,411
"1001-5000",364409,307
"1001-5000",413424,348
"1001-5000",939600,783
"1001-5000",378945,315
"1001-5000",422955,351
"1001-5000",373015,305
"1001-5000",432425,353
"1001-5000",352352,286
"1001-5000",419900,340
"1001-5000",456320,368
"1001-5000",331515,265
"1001-5000",336788,269
"1001-5000",401600,320
"1001-5000",317030,245
"1001-5000",446856,344
"1001-5000",334357,257
"1001-5000",333540,255
"1001-5000",323982,246
"1001-5000",350854,266
"1001-5000",374778,282
"1001-5000",284568,213
"1001-5000",295460,220
"1001-5000",310040,230
"1001-5000",287472,212
"1001-5000",318006,234
"1001-5000",372640,274
"1001-5000",294192,216
"1001-5000",321540,230
"1001-5000",278586,198
"1001-5000",300090,210
"1001-5000",260097,181
"1001-5000",324576,224
"1001-5000",284792,194
"1001-5000",257775,175
"1001-5000",248304,168
"1001-5000",214992,144
"1001-5000",268142,179
"1001-5000",292695,195
"1001-5000",223776,148
"1001-5000",252615,165
"1001-5000",204072,132
"1001-5000",241332,156
"1001-5000",226738,146
"1001-5000",244763,157
"1001-5000",196686,126
"1001-5000",231472,148
"1001-5000",267615,171
"1001-5000",213112,136
"1001-5000",239904,153
"1001-5000",239096,152
"1001-5000",257418,162
"1001-5000",195816,123
"1001-5000",218160,135
"1001-5000",205506,126
"1001-5000",198480,120
"1001-5000",191590,115
"1001-5000",172306,101
"1001-5000",149770,85
"1001-5000",183396,102
"1001-5000",147663,81
"1001-5000",150142,82
"1001-5000",200451,109
"1001-5000",178965,97
"1001-5000",151536,82
"1001-5000",152110,82
"1001-5000",148560,80
"1001-5000",174840,94
"1001-5000",169988,91
"1001-5000",164648,88
"1001-5000",149920,80
"1001-5000",163995,87
"1001-5000",126429,67
"1001-5000",130893,69
"1001-5000",144628,76
"1001-5000",137952,72
"1001-5000",166953,87
"1001-5000",157850,82
"1001-5000",137130,70
"1001-5000",92167,47
"1001-5000",127530,65
"1001-5000",129756,66
"1001-5000",144905,73
"1001-5000",147630,74
"1001-5000",193903,97
"1001-5000",412050,205
"1001-5000",160765,79
"1001-5000",133770,65
"1001-5000",166779,81
"1001-5000",91344,44
"1001-5000",121278,58
"1001-5000",149171,71
"1001-5000",143072,68
"1001-5000",120099,57
"1001-5000",136320,64
"1001-5000",95304,44
"1001-5000",126150,58
"1001-5000",108800,50
"1001-5000",142610,65
"1001-5000",147668,67
"1001-5000",86385,39
"1001-5000",104199,47
"1001-5000",115492,52
"1001-5000",108878,49
"1001-5000",123805,55
"1001-5000",96965,43
"1001-5000",122526,54
"1001-5000",104604,46
"1001-5000",82080,36
"1001-5000",100804,44
"1001-5000",111072,48
"0-10",0,1581533
"1001-5000",456570,445
"1001-5000",468450,450
"1001-5000",512472,489
"1001-5000",491275,457
"1001-5000",503426,467
"1001-5000",519236,479
"1001-5000",475150,430
"1001-5000",404681,361
"1001-5000",399350,350
"1001-5000",469395,405
"1001-5000",395136,336
"1001-5000",522764,436
"1001-5000",402670,335
"1001-5000",388160,320
"1001-5000",380664,311
"1001-5000",338652,276
"1001-5000",384090,310
"1001-5000",349587,279
"1001-5000",333002,262
"1001-5000",312912,246
"1001-5000",401920,314
"1001-5000",398445,303
"1001-5000",285090,215
"1001-5000",348435,261
"1001-5000",344988,252
"1001-5000",259816,188
"1001-5000",291480,210
"1001-5000",283812,201
"1001-5000",284922,198
"1001-5000",304895,211
"1001-5000",256200,175
"1001-5000",309959,211
"1001-5000",252280,170
"1001-5000",219928,148
"1001-5000",302470,203
"1001-5000",219324,147
"1001-5000",302798,202
"1001-5000",280416,184
"1001-5000",247050,162
"1001-5000",232087,151
"1001-5000",210936,136
"1001-5000",215912,137
"1001-5000",207391,127
"1001-5000",186032,112
"1001-5000",134160,80
"1001-5000",203038,121
"1001-5000",148456,88
"1001-5000",200100,116
"1001-5000",178092,102
"1001-5000",122268,69
"1001-5000",213600,120
"1001-5000",187845,105
"1001-5000",180790,101
"1001-5000",188055,105
"1001-5000",170335,95
"1001-5000",179400,100
"1001-5000",170620,95
"1001-5000",135124,74
"1001-5000",164970,90
"1001-5000",191360,104
"1001-5000",171028,92
"1001-5000",120256,64
"1001-5000",194567,103
"1001-5000",151280,80
"1001-5000",195185,103
"1001-5000",161925,85
"1001-5000",148668,78
"1001-5000",141036,73
"1001-5000",132124,68
"1001-5000",136068,69
"1001-5000",132727,67
"1001-5000",131142,66
"1001-5000",134376,66
"1001-5000",128646,63
"1001-5000",151848,74
"1001-5000",139561,67
"1001-5000",165031,79
"1001-5000",120555,57
"1001-5000",173340,81
"1001-5000",103056,48
"1001-5000",206400,96
"1001-5000",120624,56
"1001-5000",99452,46
"1001-5000",139520,64
"1001-5000",135718,62
"1001-5000",74562,34
"1001-5000",104575,47
"1001-5000",87087,39
"1001-5000",211500,94
"1001-5000",128706,57
"1001-5000",108480,48
"1001-5000",77656,34
"1001-5000",82404,36
"1001-5000",84804,37
"1001-5000",99029,43
"1001-5000",89973,39
"1001-5000",93760,40
"1001-5000",92352,39
"1001-5000",74493,31
"1001-5000",79398,33
"1001-5000",93990,39
"1001-5000",57888,24
"1001-5000",75206,31
"1001-5000",70876,29
"1001-5000",80685,33
"1001-5000",66285,27
"1001-5000",44316,18
"1001-5000",56649,23
"1001-5000",76415,31
"1001-5000",72297,29
"1001-5000",100200,40
"1001-5000",76140,30
"1001-5000",68580,27
"1001-5000",56056,22
"1001-5000",53739,21
"1001-5000",61584,24
"1001-5000",66820,26
"1001-5000",41136,16
"1001-5000",69579,27
"1001-5000",82816,32
"1001-5000",49704,19
"1001-5000",62928,24
"1001-5000",52840,20
"1001-5000",66350,25
"1001-5000",88046,38
"1001-5000",83484,36
"1001-5000",67715,29
"1001-5000",98280,42
"1001-5000",143350,61
"1001-5000",51832,22
"1001-5000",80274,34
"1001-5000",75936,32
"1001-5000",97334,41
"1001-5000",102125,43
"1001-5000",76416,32
"1001-5000",70325,29
"1001-5000",46569,19
"1001-5000",71514,29
"1001-5000",84490,34
"1001-5000",74610,30
"1001-5000",94658,38
"1001-5000",90288,36
"1001-5000",75360,30
"1001-5000",88025,35
"1001-5000",58236,23
"1001-5000",40560,16
"1001-5000",66144,26
"1001-5000",45990,18
"1001-5000",64000,25
"1001-5000",51380,20
"1001-5000",95238,37
"1001-5000",72352,28
"1001-5000",62568,24
"1001-5000",52220,20
"1001-5000",54894,21
"1001-5000",91700,35
"1001-5000",42672,16
"1001-5000",48240,18
"1001-5000",29601,11
"1001-5000",41160,15
"1001-5000",49410,18
"1001-5000",71526,26
"1001-5000",49536,18
"1001-5000",71604,26
"1001-5000",47175,17
"1001-5000",39228,14
"1001-5000",47702,17
"1001-5000",59997,21
"1001-5000",40264,14
"1001-5000",34836,12
"1001-5000",58300,20
"1001-5000",40852,14
"1001-5000",23440,8
"1001-5000",38155,13
"1001-5000",26532,9
"1001-5000",20664,7
"1001-5000",38467,13
"1001-5000",38493,13
"1001-5000",32659,11
"1001-5000",17958,6
"1001-5000",27234,9
"1001-5000",85400,28
"1001-5000",24408,8
"1001-5000",36756,12
"1001-5000",36972,12
"1001-5000",33913,11
"1001-5000",12376,4
"1001-5000",31260,10
"1001-5000",53516,17
"1001-5000",25208,8
"1001-5000",18972,6
"1001-5000",18984,6
"1001-5000",41210,13
"1001-5000",34892,11
"1001-5000",19134,6
"1001-5000",41522,13
"1001-5000",12812,4
"1001-5000",28944,9
"1001-5000",38964,12
"1001-5000",35750,11
"1001-5000",29304,9
"1001-5000",22848,7
"1001-5000",32770,10
"1001-5000",23037,7
"1001-5000",29709,9
"1001-5000",23254,7
"1001-5000",30033,9
"1001-5000",10017,3
"1001-5000",30150,9
"1001-5000",16760,5
"1001-5000",16875,5
"1001-5000",27024,8
"1001-5000",13528,4
"1001-5000",6808,2
"1001-5000",27240,8
"1001-5000",37895,11
"1001-5000",37950,11
"1001-5000",17270,5
"1001-5000",10377,3
"1001-5000",14048,4
"1001-5000",35250,10
"1001-5000",7052,2
"1001-5000",3553,1
"1001-5000",21360,6
"1001-5000",14312,4
"1001-5000",21564,6
"1001-5000",10785,3
"1001-5000",28784,8
"1001-5000",7254,2
"1001-5000",25438,7
"1001-5000",14600,4
"1001-5000",14692,4
"1001-5000",11028,3
"1001-5000",11151,3
"1001-5000",7470,2
"1001-5000",15004,4
"1001-5000",7528,2
"1001-5000",15072,4
"1001-5000",7550,2
"1001-5000",11334,3
"1001-5000",7562,2
"1001-5000",7564,2
"1001-5000",11388,3
"1001-5000",11412,3
"1001-5000",3807,1
"1001-5000",7618,2
"1001-5000",3826,1
"1001-5000",7656,2
"1001-5000",11487,3
"1001-5000",11502,3
"1001-5000",72137,31
"1001-5000",114121,49
"1001-5000",70230,30
"1001-5000",103092,44
"1001-5000",96883,41
"1001-5000",73346,31
"1001-5000",81532,34
"1001-5000",51282,21
"1001-5000",96525,39
"1001-5000",51996,21
"1001-5000",74310,30
"1001-5000",54516,22
"1001-5000",75030,30
"1001-5000",61128,24
"1001-5000",69174,27
"1001-5000",75255,29
"1001-5000",96200,37
"1001-5000",62976,24
"1001-5000",53360,20
"1001-5000",37422,14
"1001-5000",50901,19
"1001-5000",65088,24
"1001-5000",46121,17
"1001-5000",46206,17
"1001-5000",43792,16
"1001-5000",41325,15
"1001-5000",35893,13
"1001-5000",41580,15
"1001-5000",39116,14
"1001-5000",39256,14
"1001-5000",47872,17
"1001-5000",56500,20
"1001-5000",39732,14
"1001-5000",31526,11
"1001-5000",48858,17
"1001-5000",26028,9
"1001-5000",26163,9
"1001-5000",20356,7
"1001-5000",37882,13
"1001-5000",41440,14
"1001-5000",56316,19
"1001-5000",35796,12
"1001-5000",26865,9
"1001-5000",1056000,352
"1001-5000",63021,21
"1001-5000",42112,14
"1001-5000",42294,14
"1001-5000",30350,10
"1001-5000",21287,7
"1001-5000",24464,8
"1001-5000",27684,9
"1001-5000",27954,9
"1001-5000",15560,5
"1001-5000",37632,12
"1001-5000",28323,9
"1001-5000",28431,9
"1001-5000",31860,10
"1001-5000",12764,4
"1001-5000",38448,12
"1001-5000",6434,2
"1001-5000",22568,7
"1001-5000",32310,10
"1001-5000",22631,7
"1001-5000",22764,7
"1001-5000",6542,2
"1001-5000",26224,8
"1001-5000",16420,5
"1001-5000",32890,10
"1001-5000",6616,2
"1001-5000",16600,5
"1001-5000",19944,6
"1001-5000",23282,7
"1001-5000",19980,6
"1001-5000",27008,8
"1001-5000",10149,3
"1001-5000",27224,8
"1001-5000",13668,4
"1001-5000",6836,2
"1001-5000",10290,3
"1001-5000",6884,2
"1001-5000",27584,8
"1001-5000",27680,8
"1001-5000",34620,10
"1001-5000",24276,7
"1001-5000",24346,7
"1001-5000",20886,6
"1001-5000",28184,8
"1001-5000",10581,3
"1001-5000",21384,6
"1001-5000",21432,6
"1001-5000",14324,4
"1001-5000",10746,3
"1001-5000",14340,4
"1001-5000",18090,5
"1001-5000",14496,4
"1001-5000",10977,3
"1001-5000",7372,2
"1001-5000",11175,3
"1001-5000",7458,2
"1001-5000",11202,3
"1001-5000",11208,3
"1001-5000",14992,4
"1001-5000",22566,6
"1001-5000",22638,6
"1001-5000",3785,1
"1001-5000",7624,2
"1001-5000",30520,8
"1001-5000",3818,1
"1001-5000",19095,5
"1001-5000",22950,6
"1001-5000",11493,3
"1001-5000",3833,1
"1001-5000",7674,2
"1001-5000",3904,1
"1001-5000",15652,4
"1001-5000",7828,2
"1001-5000",3927,1
"1001-5000",11817,3
"1001-5000",15812,4
"1001-5000",11862,3
"1001-5000",11880,3
"1001-5000",7948,2
"1001-5000",7960,2
"1001-5000",3983,1
"1001-5000",7976,2
"1001-5000",15960,4
"1001-5000",575025,561
"1001-5000",467562,447
"1001-5000",479274,453
"1001-5000",487458,459
"1001-5000",463710,435
"1001-5000",437880,410
"1001-5000",463488,426
"1001-5000",458990,415
"1001-5000",472336,424
"1001-5000",493436,439
"1001-5000",422994,374
"1001-5000",453024,396
"1001-5000",415808,356
"1001-5000",351640,295
"1001-5000",396207,331
"1001-5000",433755,357
"1001-5000",381824,314
"1001-5000",347878,281
"1001-5000",477118,382
"1001-5000",364914,291
"1001-5000",469900,370
"1001-5000",313158,246
"1001-5000",367488,288
"1001-5000",322704,249
"1001-5000",390258,297
"1001-5000",405240,307
"1001-5000",317144,232
"1001-5000",255855,185
"1001-5000",281358,203
"1001-5000",260304,187
"1001-5000",407109,291
"1001-5000",299409,211
"1001-5000",282978,199
"1001-5000",257402,179
"1001-5000",241862,166
"1001-5000",319740,219
"1001-5000",290070,198
"1001-5000",271400,184
"1001-5000",1113000,742
"1001-5000",264132,174
"1001-5000",200772,132
"1001-5000",211554,138
"1001-5000",253275,165
"1001-5000",218112,142
"1001-5000",219934,143
"1001-5000",229311,149
"1001-5000",264880,172
"1001-5000",229696,148
"1001-5000",216798,138
"1001-5000",203433,129
"1001-5000",207242,131
"1001-5000",205239,129
"1001-5000",218008,136
"1001-5000",248625,153
"1001-5000",187220,115
"1001-5000",217455,133
"1001-5000",204875,125
"1001-5000",203608,124
"1001-5000",217008,132
"1001-5000",262191,159
"1001-5000",212224,128
"1001-5000",175140,105
"1001-5000",184250,110
"1001-5000",194764,116
"1001-5000",174824,104
"1001-5000",201943,119
"1001-5000",181896,106
"1001-5000",225320,131
"1001-5000",148866,86
"1001-5000",163748,94
"1001-5000",159660,90
"1001-5000",166284,93
"1001-5000",148174,82
"1001-5000",133736,73
"1001-5000",174610,95
"1001-5000",129920,70
"1001-5000",156372,83
"1001-5000",162884,86
"1001-5000",132860,70
"1001-5000",147378,77
"1001-5000",116220,60
"1001-5000",128766,66
"1001-5000",123291,63
"1001-5000",286572,143
"1001-5000",164187,81
"1001-5000",171864,84
"1001-5000",159666,78
"1001-5000",336036,164
"1001-5000",148248,71
"1001-5000",142528,68
"1001-5000",130357,61
"1001-5000",127204,59
"1001-5000",101849,47
"1001-5000",118260,54
"1001-5000",125799,57
"1001-5000",80208,36
"1001-5000",64873,29
"1001-5000",114100,50
"1001-5000",91720,40
"1001-5000",197800,86
"1001-5000",87438,38
"1001-5000",103590,45
"1001-5000",82980,36
"1001-5000",108382,47
"1001-5000",98196,42
"1001-5000",121940,52
"1001-5000",89376,38
"1001-5000",94360,40
"1001-5000",69484,29
"1001-5000",52954,22
"1001-5000",70644,29
"1001-5000",68516,28
"1001-5000",63882,26
"1001-5000",86415,35
"1001-5000",52164,21
"1001-5000",47272,19
"1001-5000",112455,45
"1001-5000",120480,48
"1001-5000",52794,21
"1001-5000",55858,22
"1001-5000",55924,22
"1001-5000",68823,27
"1001-5000",63825,25
"1001-5000",107436,42
"1001-5000",41264,16
"1001-5000",37366,14
"1001-5000",48852,18
"1001-5000",57288,21
"1001-5000",43744,16
"1001-5000",52307,19
"1001-5000",35841,13
"1001-5000",35919,13
"1001-5000",36673,13
"1001-5000",53808,19
"1001-5000",48212,17
"1001-5000",36946,13
"1001-5000",51210,18
"1001-5000",39872,14
"1001-5000",28620,10
"1001-5000",77436,27
"1001-5000",34644,12
"1001-5000",49096,17
"1001-5000",31801,11
"1001-5000",72475,25
"1001-5000",55100,19
"1001-5000",55119,19
"1001-5000",37752,13
"1001-5000",32021,11
"1001-5000",23336,8
"1001-5000",55480,19
"1001-5000",43860,15
"1001-5000",5862,2
"1001-5000",26460,9
"1001-5000",35712,12
"1001-5000",41692,14
"1001-5000",41888,14
"1001-5000",26955,9
"1001-5000",62937,21
"1001-5000",47968,16
"1001-5000",33033,11
"1001-5000",54072,18
"1001-5000",39156,13
"1001-5000",75500,25
"1001-5000",36300,12
"1001-5000",27603,9
"1001-5000",33902,11
"1001-5000",21651,7
"1001-5000",49520,16
"1001-5000",83673,27
"1001-5000",46635,15
"1001-5000",28152,9
"1001-5000",31330,10
"1001-5000",18822,6
"1001-5000",28260,9
"1001-5000",34683,11
"1001-5000",31770,10
"1001-5000",54400,17
"1001-5000",12808,4
"1001-5000",6414,2
"1001-5000",22582,7
"1001-5000",19374,6
"1001-5000",22708,7
"1001-5000",26040,8
"1001-5000",6530,2
"1001-5000",16375,5
"1001-5000",23114,7
"1001-5000",13260,4
"1001-5000",26720,8
"1001-5000",10041,3
"1001-5000",26792,8
"1001-5000",40212,12
"1001-5000",30177,9
"1001-5000",26832,8
"1001-5000",20130,6
"1001-5000",33610,10
"1001-5000",20286,6
"1001-5000",30501,9
"1001-5000",13640,4
"1001-5000",27464,8
"1001-5000",34440,10
"1001-5000",6912,2
"1001-5000",31194,9
"1001-5000",27992,8
"1001-5000",14004,4
"1001-5000",31752,9
"1001-5000",17655,5
"1001-5000",21324,6
"1001-5000",10671,3
"1001-5000",21366,6
"1001-5000",3571,1
"1001-5000",18025,5
"1001-5000",25361,7
"1001-5000",29024,8
"1001-5000",25403,7
"1001-5000",7290,2
"1001-5000",14596,4
"1001-5000",10956,3
"1001-5000",7386,2
"1001-5000",14848,4
"1001-5000",14852,4
"1001-5000",14876,4
"1001-5000",14920,4
"1001-5000",14952,4
"1001-5000",7512,2
"1001-5000",15028,4
"1001-5000",3784,1
"1001-5000",11400,3
"1001-5000",22830,6
"1001-5000",15268,4
"1001-5000",11481,3
"1001-5000",11547,3
"1001-5000",3859,1
"1001-5000",15444,4
"1001-5000",7746,2
"1001-5000",7754,2
"1001-5000",11715,3
"1001-5000",7856,2
"1001-5000",11802,3
"1001-5000",11850,3
"1001-5000",15844,4
"1001-5000",7926,2
"1001-5000",7936,2
"1001-5000",11913,3
"1001-5000",11931,3
"1001-5000",7956,2
"1001-5000",11982,3
"1001-5000",23970,6
"1001-5000",15984,4
"1001-5000",20055,5
"1001-5000",16048,4
"1001-5000",8028,2
"0-10",552654,61406
"1001-5000",510555,505
"1001-5000",715338,702
"1001-5000",454520,440
"1001-5000",475524,459
"1001-5000",551604,516
"1001-5000",447948,414
"1001-5000",592740,534
"1001-5000",480565,431
"1001-5000",465663,411
"1001-5000",435456,384
"1001-5000",437745,379
"1001-5000",379647,327
"1001-5000",377650,325
"1001-5000",366836,313
"1001-5000",419118,357
"1001-5000",397826,338
"1001-5000",417055,349
"1001-5000",388700,325
"1001-5000",344694,283
"1001-5000",367336,296
"1001-5000",339184,272
"1001-5000",355731,283
"1001-5000",332958,263
"1001-5000",287325,225
"1001-5000",334602,261
"1001-5000",334863,261
"1001-5000",378780,295
"1001-5000",382025,295
"1001-5000",303830,230
"1001-5000",303075,225
"1001-5000",314188,229
"1001-5000",321307,233
"1001-5000",328984,236
"1001-5000",273390,195
"1001-5000",369515,263
"1001-5000",284012,202
"1001-5000",238728,168
"1001-5000",274639,193
"1001-5000",351975,247
"1001-5000",250425,175
"1001-5000",249293,173
"1001-5000",221238,153
"1001-5000",272340,178
"1001-5000",222430,145
"1001-5000",259050,165
"1001-5000",204498,126
"1001-5000",216216,132
"1001-5000",232368,141
"1001-5000",272250,165
"1001-5000",213495,129
"1001-5000",157544,94
"1001-5000",255794,151
"1001-5000",184755,109
"1001-5000",205821,121
"1001-5000",156584,92
"1001-5000",152457,89
"1001-5000",148006,86
"1001-5000",160816,92
"1001-5000",198315,113
"1001-5000",179477,101
"1001-5000",188786,106
"1001-5000",171456,96
"1001-5000",183090,102
"1001-5000",153468,84
"1001-5000",145913,79
"1001-5000",208791,111
"1001-5000",264100,139
"1001-5000",137592,72
"1001-5000",161616,84
"1001-5000",141109,73
"1001-5000",141182,73
"1001-5000",121905,63
"1001-5000",175500,90
"1001-5000",123039,63
"1001-5000",113564,58
"1001-5000",145706,74
"1001-5000",136344,69
"1001-5000",114666,58
"1001-5000",133866,67
"1001-5000",294294,147
"1001-5000",166296,82
"1001-5000",211120,104
"1001-5000",134178,66
"1001-5000",156849,77
"1001-5000",245280,120
"1001-5000",222905,109
"1001-5000",430500,210
"1001-5000",164080,80
"1001-5000",127002,61
"1001-5000",182178,87
"1001-5000",136695,65
"1001-5000",128832,61
"1001-5000",145180,68
"1001-5000",135135,63
"1001-5000",98946,46
"1001-5000",105889,49
"1001-5000",110670,51
"1001-5000",107212,49
"1001-5000",98595,45
"1001-5000",182517,83
"1001-5000",125742,57
"1001-5000",143585,65
"1001-5000",99585,45
"1001-5000",123984,56
"1001-5000",87048,39
"1001-5000",85234,38
"1001-5000",119462,53
"1001-5000",93603,41
"1001-5000",75438,33
"1001-5000",113092,49
"1001-5000",95899,41
"1001-5000",56904,24
"1001-5000",95280,40
"1001-5000",83685,35
"1001-5000",78969,33
"1001-5000",67228,28
"1001-5000",72510,30
"1001-5000",87048,36
"1001-5000",70267,29
"1001-5000",63596,26
"1001-5000",80817,33
"1001-5000",103740,42
"1001-5000",84354,34
"1001-5000",60144,24
"0-10",161208,26868
"1001-5000",982982,982
"1001-5000",510032,502
"1001-5000",516636,508
"1001-5000",505506,487
"1001-5000",522225,495
"1001-5000",465594,438
"1001-5000",456676,428
"1001-5000",672840,623
"1001-5000",520773,473
"1001-5000",538080,472
"1001-5000",376544,328
"1001-5000",433528,376
"1001-5000",399165,345
"1001-5000",572130,489
"1001-5000",386532,324
"1001-5000",491260,406
"1001-5000",360878,298
"1001-5000",374508,309
"1001-5000",358974,294
"1001-5000",360683,293
"1001-5000",272823,211
"1001-5000",350460,270
"1001-5000",612300,471
"1001-5000",308216,236
"1001-5000",294784,224
"1001-5000",306360,230
"1001-5000",296582,221
"1001-5000",356136,264
"1001-5000",492750,365
"1001-5000",257607,189
"1001-5000",328724,241
"1001-5000",306402,223
"1001-5000",321088,232
"1001-5000",243775,175
"1001-5000",260958,186
"1001-5000",309560,218
"1001-5000",276838,194
"1001-5000",351360,244
"1001-5000",296020,205
"1001-5000",266084,182
"1001-5000",283710,193
"1001-5000",263262,178
"1001-5000",263618,178
"1001-5000",266916,177
"1001-5000",210029,139
"1001-5000",252838,167
"1001-5000",292395,193
"1001-5000",281976,186
"1001-5000",232691,151
"1001-5000",226968,147
"1001-5000",242424,156
"1001-5000",200718,126
"1001-5000",215204,134
"1001-5000",205952,128
"1001-5000",236520,146
"1001-5000",225736,139
"1001-5000",193166,118
"1001-5000",232880,142
"1001-5000",177299,107
"1001-5000",253500,150
"1001-5000",192774,114
"1001-5000",195270,115
"1001-5000",324700,191
"1001-5000",198940,116
"1001-5000",181020,105
"1001-5000",155880,90
"1001-5000",204165,117
"1001-5000",166098,94
"1001-5000",204858,114
"1001-5000",291600,162
"1001-5000",151620,84
"1001-5000",181000,100
"1001-5000",155832,86
"1001-5000",174182,94
"1001-5000",156660,84
"1001-5000",166074,89
"1001-5000",203830,109
"1001-5000",202500,108
"1001-5000",129513,69
"1001-5000",120704,64
"1001-5000",159012,84
"1001-5000",131376,69
"1001-5000",156168,81
"1001-5000",153181,79
"1001-5000",124928,64
"1001-5000",154445,79
"1001-5000",99100,50
"1001-5000",131208,66
"1001-5000",129545,65
"1001-5000",129610,65
"1001-5000",8816000,4408
"1001-5000",300450,150
"1001-5000",138176,68
"1001-5000",138924,68
"1001-5000",143710,70
"1001-5000",104856,51
"1001-5000",164880,80
"1001-5000",138288,67
"1001-5000",140624,68
"1001-5000",476700,227
"1001-5000",175960,83
"1001-5000",111384,52
"1001-5000",126437,59
"1001-5000",163324,76
"1001-5000",104208,48
"1001-5000",117183,53
"1001-5000",84626,38
"1001-5000",109466,49
"1001-5000",78330,35
"1001-5000",134940,60
"1001-5000",103592,46
"1001-5000",87984,39
"1001-5000",77248,34
"1001-5000",93275,41
"1001-5000",97997,43
"1001-5000",96096,42
"1001-5000",103995,45
"1001-5000",109134,47
"1001-5000",88578,38
"1001-5000",96965,41
"1001-5000",63909,27
"1001-5000",68904,29
"1001-5000",90402,38
"1001-5000",88504,37
"1001-5000",3850,1
"1001-5000",19270,5
"1001-5000",3887,1
"1001-5000",7834,2
"1001-5000",11835,3
"1001-5000",3951,1
"1001-5000",15848,4
"1001-5000",11898,3
"1001-5000",16040,4
"1001-5000",16096,4
"1001-5000",8050,2
"1001-5000",20155,5
"1001-5000",12102,3
"1001-5000",12216,3
"1001-5000",8204,2
"1001-5000",8226,2
"1001-5000",16460,4
"1001-5000",4117,1
"1001-5000",12366,3
"1001-5000",4129,1
"1001-5000",4133,1
"1001-5000",4161,1
"1001-5000",8354,2
"1001-5000",12570,3
"1001-5000",12618,3
"1001-5000",4225,1
"1001-5000",8462,2
"1001-5000",8468,2
"1001-5000",25584,6
"1001-5000",4267,1
"1001-5000",4279,1
"1001-5000",4296,1
"1001-5000",4303,1
"1001-5000",4361,1
"1001-5000",13092,3
"1001-5000",4371,1
