WESTERN,KAPSOIT,3994
WESTERN,KAPTELE,1192
MERU,KARABA,1614
ABERDARE,KARANGATHA,1357
MERU,KARUE_HILL,10513
MERU,KATHELWA,1021
MERU,KATIMBI,4071
MERU,KIAIHURU,2699
NAIROBI EAST,KIAMBU_RIABAI,2149
MERU,KIANGAI,5573
WESTERN,KIBIRIGO,8726
COAST,KIBOKONI,3333
NAIROBI CENTRAL,KIBUTU,528
MERU,KIGANJO_POLICE,3263
EASTERN,KIKAMBUANI,3467
WESTERN,KIKUBI,1636
COAST,KILIFI_BEACH_AREA,1265
COAST,KILIFI_RURUMA,2504
WESTERN,KIOBEGI,5694
WESTERN,KIPTIGET,1958
WESTERN,KISII_UNIVERSITY,3638
WESTERN,KISUMU_AIRPORT,3804
WESTERN,KISUMU_INDUSTRIAL_AREA,2118
WESTERN,KISUMU_KEMRI,3318
WESTERN,KISUMU_NYALENDA_B,2929
NAIROBI WEST,KITENGELA,4071
NAIROBI WEST,KITENGELA_4,819
NAIROBI WEST,KITENGELA_KYANGOMBE,4647
ABERDARE,KITI_NAKURU_ATC,4030
COAST,KOKOTONI,5594
RIFT,KOKSEN,4
RIFT,KOLONGOLO_MARKET,4015
EASTERN,KONZA_MALILI_ATC,513
MERU,KORR,124
EASTERN,KUTULO,1136
EASTERN,KYUSO,3383
COAST,LANGOBAYA,1424
NAIROBI WEST,LIMURU,6496
ABERDARE,LOOSUK_MARKET,1380
COAST,LUNGA_LUNGA,2083
BUNGOMA,LUTACHO,1405
EASTERN,MACHAKOS_JUNCTION,4592
BUNGOMA,MADUNGU_ATC,3814
WESTERN,MAGENA,4378
BUNGOMA,MAGETA_ISLAND,1177
COAST,MAGONGO_BOKOLE_2,5931
ABERDARE,MAIRO_INYA_ZIWANI,4152
BUNGOMA,MALAVA,2377
BUNGOMA,MALINYA,1870
NAIROBI EAST,MARABA_WEITEITHIE,4470
ABERDARE,MARA_INTREPID,123
NAIROBI EAST,MARIAINI,991
ABERDARE,MARIGAT,3003
WESTERN,MASARA_ATC,1691
MERU,MASCANI,3438
WESTERN,MASENO,7533
BUNGOMA,AMAGORO,5381
RIFT,AROR,562
WESTERN,BOMET_TOWN,4998
EASTERN,BURA,3569
BUNGOMA,CHEPYUK,1170
BUNGOMA,CHIMOI,5968
BUNGOMA,CHWELE,4442
COAST,DIANI_REEF,376
ABERDARE,DUNDORI,2457
BUNGOMA,EBUSIRATSI,6884
RIFT,ELDORET_ANNEX,3210
RIFT,ELDORET_EAST,1873
RIFT,ELDORET_KFS,2831
RIFT,ELDORET_LANGAS_NEW,7891
RIFT,ELDORET_OUTSPAN,2503
RIFT,ELDORET_WEST_INDIES,2305
EASTERN,EMALI_MAKUTANO,1523
EASTERN,EMALI_TOWN,6523
ABERDARE,ENASHIPAE_HOTEL,8676
ABERDARE,ENENGETIA,3347
NAIROBI WEST,EWASO_KEDONG,1730
EASTERN,GARISSA_NAJAH,2092
MERU,GATEGI,1806
NAIROBI EAST,GATONGORA,4459
NAIROBI EAST,GATUNDU_KIGANJO,3144
NAIROBI EAST,GIKOE,3288
WESTERN,GIRIMORI,1186
NAIROBI EAST,GITHUMU,4164
BUNGOMA,GOMBE,1663
WESTERN,GOT_OKII,4910
WESTERN,GOT_RABUOR,3468
COAST,GULANZE,219
MERU,HURR_HILL,625
WESTERN,IGORERA,8585
EASTERN,IKUTHA,2481
BUNGOMA,ISIKHI,2396
MERU,ISIOLO_KIWANJANI_2,1168
RIFT,ITIGO,830
NAIROBI EAST,JUJA_MUCATHA,3646
MERU,KAAGA_MPAKONI,1352
ABERDARE,KABARNET_TOWN,4811
ABERDARE,KABARNET_TOWN_NEW,4265
NAIROBI EAST,KABATI_KENOL,3515
RIFT,KACHAWA,431
NAIROBI EAST,KAHAWA_WENDANI,6733
WESTERN,KAKOTH,1969
RIFT,KAKUMA_2_REFUGEE_CAMP,1073
MERU,KALALU,1645
EASTERN,KALUKUNI,3612
NAIROBI EAST,KAMAE,5904
ABERDARE,KANAMBA,1883
NAIROBI EAST,KANDARA,6069
BUNGOMA,KANDENGE,832
ABERDARE,KAPLAMAI_NUKIAT,2176
MERU,KARATINA_UNIVERSITY,3285
MERU,KAREMA_MAILI_TATU,12284
WESTERN,KAWERE,1727
NAIROBI EAST,KENOL,3541
NAIROBI EAST,KIAMBU_KASARINI_NEW,638
NAIROBI EAST,KIAMBU_TOWN,4476
EASTERN,KIANGINI_ATC,1858
MERU,KIATHANDI_HILL,5009
COAST,KIBAONI,2561
COAST,KIKAMBALA_NEW,1972
MERU,KIMAHURI,3237
MERU,KINGONGO,3092
WESTERN,KIOMONYO,8542
NAIROBI EAST,KIRATINA,1583
NAIROBI EAST,KIRIAINI_ATC,3326
WESTERN,KISII_GESONSO,2830
WESTERN,KISII_HILL,6391
WESTERN,KISII_TOWN,4114
WESTERN,KISUMU_NYAMASARIA_2,4200
WESTERN,KISUMU_TIDO,3170
WESTERN,KISUMU_TOM_MBOYA_COLLEGE,1736
EASTERN,KYELENI,1100
ABERDARE,LAIKIPIA_CAMPUS,3816
EASTERN,LIBOI,189
MERU,LOISOI,2371
MERU,LOIYANGALANI,63
ABERDARE,LONDON_ESTATE,3820
ABERDARE,LONGONOT,3112
NAIROBI WEST,LUKUNY,1633
BUNGOMA,LWAKHAKHA,4830
BUNGOMA,MABANGA,3139
EASTERN,MACHAKOS_EASTLEIGH,1650
EASTERN,MACHAKOS_MANZA,1643
EASTERN,MACHAKOS_ST._VALENTINE,3279
NAIROBI WEST,MAGADI_TOWN,1258
MERU,MAGUTUNI,6656
WESTERN,MAKIMENY,1549
EASTERN,MAKINDU,7823
EASTERN,MAKUENI_MBUI_NZAU,8427
RIFT,MAKUNGA_FOREST,1591
WESTERN,MAKUTANO_KAMARA,1524
NAIROBI EAST,MAKUYU_TOWN,2379
COAST,MALINDI_CASAURINA,408
COAST,MALINDI_EXCHANGE,2821
COAST,MALINDI_KISUMU_NDOGO,2870
EASTERN,MALOOI_HILLS,9986
COAST,MARERENI,2430
MERU,MARSABIT_HILL,585
RIFT,MATHARU,846
EASTERN,MATUU,7022
EASTERN,MATUU_MA_MWIITU,1893
COAST,MAZERAS,9656
MERU,MERU_KIRIENE,1146
WESTERN,MIGOSI,6910
EASTERN,MISUUNI_ATC,976
COAST,MKUNAZINI,6444
RIFT,MOIBEN,789
COAST,MOMBASA_AIRPORT_TURNOFF,1300
COAST,MOMBASA_CITY_MALL,1532
COAST,MOMBASA_KIDUNGUNI_MT_SINAI,4224
COAST,MOMBASA_LUMUMBA,1858
COAST,MOMBASA_MTWAPA_MAWENI,2753
COAST,MOMBASA_MTWAPA_MTOMONDONI,5940
COAST,MOMBASA_NASSER,927
COAST,MOMBASA_NYALI_LINKS,1181
COAST,MOMBASA_OLD_TOWN,1692
MERU,MOYALE_AL_YUSRA,581
MERU,MUFU,4131
NAIROBI EAST,MUGEKA,2042
NAIROBI EAST,MUGOIRI,2886
NAIROBI WEST,MUGUGA_KERWA,1495
WESTERN,MUHURU_BAY,1016
BUNGOMA,MUMIAS_SUGAR,2151
BUNGOMA,MUNDIKA,2980
BUNGOMA,MUSOLI,2921
WESTERN,MUTARAKWA_HILL,1876
EASTERN,MUTITO,2714
EASTERN,MUTWANGOMBE,3124
COAST,MWATONGO_HILL,1608
MERU,MWEIGA,1657
MERU,MWIMBI,3662
NAIROBI WEST,NAIROBI_ADAMS_ARCADE_PARKING_LOT,332
NAIROBI CENTRAL,NAIROBI_BAPTIST_PEPONI_CLOSE,353
NAIROBI WEST,NAIROBI_BOGANI,450
NAIROBI CENTRAL,NAIROBI_BURUBURU,659
NAIROBI CENTRAL,NAIROBI_BURUBURU_FARM_NJIRU,8300
NAIROBI WEST,NAIROBI_BUSINESS_PARK,5
NAIROBI WEST,NAIROBI_CHIROMO_CAMPUS,502
NAIROBI CENTRAL,NAIROBI_CORNER_PLAZA,9
NAIROBI EAST,NAIROBI_DANDORA_PHASE_V,2601
NAIROBI WEST,NAIROBI_DENNIS_PRITT_ROAD,454
NAIROBI CENTRAL,NAIROBI_EASTLEIGH_1ST_STREET,2284
NAIROBI CENTRAL,NAIROBI_ELECTRICITY_HOUSE_MICRO,154
NAIROBI CENTRAL,NAIROBI_EMBASSY_HOUSE,2244
NAIROBI CENTRAL,NAIROBI_EXPRESS_NEW,4041
NAIROBI EAST,NAIROBI_GARDEN_NEW,824
NAIROBI CENTRAL,NAIROBI_HARAMBEE_MICRO,31
NAIROBI WEST,NAIROBI_HIFADHI_HOUSE_ICDL,1674
NAIROBI CENTRAL,NAIROBI_HILTON_HOTEL_MICRO,22
NAIROBI CENTRAL,NAIROBI_INDUSTRIAL_AREA_RT_BUILDING,1371
NAIROBI WEST,NAIROBI_JACARANDA_MENTAL,343
NAIROBI WEST,NAIROBI_KAPA,2863
NAIROBI WEST,NAIROBI_KAREN_HOMESTEADS,715
NAIROBI WEST,NAIROBI_KAWANGWARE_BETHEL,4854
NAIROBI EAST,NAIROBI_KAYOLE_SAIKA,7313
NAIROBI WEST,NAIROBI_KMA_PLAZA,958
NAIROBI WEST,NAIROBI_LAVINGTON,538
NAIROBI EAST,NAIROBI_LUCKY_SUMMER,3681
NAIROBI CENTRAL,NAIROBI_MAASAI_FEDHA_ESTATE,3524
NAIROBI WEST,NAIROBI_MASAI_VILLAGE,889
NAIROBI CENTRAL,NAIROBI_MATHARE,6751
NAIROBI CENTRAL,NAIROBI_MUSEUM_HILL,1082
NAIROBI WEST,NAIROBI_NDEGE_ROAD,671
NAIROBI CENTRAL,NAIROBI_NGALA,1953
NAIROBI CENTRAL,NAIROBI_NGARA,2454
NAIROBI CENTRAL,NAIROBI_NJIRU,5094
NAIROBI WEST,NAIROBI_NSSF_MICRO,106
NAIROBI CENTRAL,NAIROBI_ORIENTAL_MILLERS,2769
NAIROBI CENTRAL,NAIROBI_PUMWANI_ESTATE,2957
NAIROBI WEST,NAIROBI_RHAPTA_RD,708
NAIROBI WEST,NAIROBI_RIDGEVIEW,1292
NAIROBI WEST,NAIROBI_RONGAI_LAISER_ACADEMY,4043
NAIROBI CENTRAL,NAIROBI_RUNDA_IMPROVEMENT,294
NAIROBI CENTRAL,NAIROBI_SARIT_CENTRE_MICRO,85
NAIROBI CENTRAL,NAIROBI_SIXTH_PARKLANDS,663
NAIROBI WEST,NAIROBI_SOUTH_C_SAFARICOM,1347
NAIROBI WEST,NAIROBI_THE_ATRIUM_IBS,8
NAIROBI CENTRAL,NAIROBI_UMOJA2_B_CENTER,3454
NAIROBI CENTRAL,NAIROBI_UMOJA_IMPROVEMENT_2,3130
NAIROBI WEST,NAIROBI_UPPERHILL,1109
NAIROBI WEST,NAIROBI_URBAN_RING_RD_WESTLANDS,966
NAIROBI WEST,NAIROBI_WAITHAKA_TECHNICAL_TRAINING,1931
NAIROBI EAST,NAIROBI_ZIMMERMAN_BASE,3453
ABERDARE,NAKURU_NAGARIA,3737
ABERDARE,NAKURU_PIPELINE,4053
ABERDARE,NAKURU_RESMA,805
EASTERN,MASINGA_TOWN_ATC,1594
BUNGOMA,MATEKA,4951
ABERDARE,MAUA_MERIDIA,1264
EASTERN,MBEVO_HILL,2887
COAST,MDOMO,314
MERU,MERU_TIMBER,3664
BUNGOMA,MIENDO,2394
WESTERN,MIGORI_TOWN,5152
RIFT,MIMOSA_ATC,2004
COAST,MIRITINI_JOMVU,4350
BUNGOMA,MISIKHU,5532
EASTERN,MITABONI,2699
COAST,MKUNUMBI,737
NAIROBI WEST,MOI_GIRLS_ISINYA,2102
RIFT,MOI_UNIVERSITY_ANNEX,3257
WESTERN,MOKWERERO,9682
COAST,MOMBASA_KIEMBENI_NORTH,3582
COAST,MOMBASA_MNAZI,896
COAST,MOMBASA_SHANZU,1327
COAST,MOMBASA_VIKWATANI,4130
WESTERN,MOSOCHO,9944
COAST,MPEKETONI,3798
MERU,MT_KULAL,23
EASTERN,MWALA,1784
MERU,MWEA_TOWN,7096
MERU,MWEA_WANGURU,6656
NAIROBI WEST,NAIROBI_AGHA_UNIVERSITY_IBS,9
NAIROBI CENTRAL,NAIROBI_EASTLEIGH_SECTION_2,2334
NAIROBI WEST,NAIROBI_GICHAGI,2962
NAIROBI EAST,NAIROBI_GITHURAI_MWIHOKO,4845
NAIROBI CENTRAL,NAIROBI_HURUMA_KIAMAIKO,3413
NAIROBI CENTRAL,NAIROBI_IMARA_DAIMA,1350
NAIROBI WEST,NAIROBI_JKUAT_KAREN_CAMPUS,1031
NAIROBI CENTRAL,NAIROBI_JUJA_ROAD,4730
NAIROBI EAST,NAIROBI_KAHAWA_WEST,3737
NAIROBI CENTRAL,NAIROBI_KANGEMI,3518
NAIROBI WEST,NAIROBI_KAPA_OIL,1140
NAIROBI WEST,NAIROBI_KASUKU_ROAD,938
NAIROBI EAST,NAIROBI_KAYOLE_JUAKALI,3828
NAIROBI CENTRAL,NAIROBI_KAYOLE_NORTH_AIC,6018
NAIROBI CENTRAL,NAIROBI_KAYOLE_PATANISHO,3040
NAIROBI CENTRAL,NAIROBI_KAYOLE_SOWETO,5351
NAIROBI CENTRAL,NAIROBI_KAYOLE_SOWETO_CATHOLIC,5804
NAIROBI WEST,NAIROBI_KILIMANJARO_ROAD,519
NAIROBI WEST,NAIROBI_KIM_SOUTH_C,1543
NAIROBI WEST,NAIROBI_KUWINDA,1248
NAIROBI CENTRAL,NAIROBI_KWA_NJENGA_MOSQUE,5416
NAIROBI EAST,NAIROBI_MAZIWA_ESTATE_KAHAWA_WEST,2244
NAIROBI WEST,NAIROBI_MOS_AYANY_MARKET,5015
NAIROBI EAST,NAIROBI_MUTHAIGA_GERTRUDES,601
NAIROBI CENTRAL,NAIROBI_MUTHITHI,392
NAIROBI WEST,NAIROBI_NGONG_CHERRY_HILL,2353
NAIROBI EAST,NAIROBI_NJIRU_RED_SOIL,4821
NAIROBI WEST,NAIROBI_ONGATA_RONGAI,7043
NAIROBI CENTRAL,NAIROBI_PARKLANDS_3RD_AVENUE,625
NAIROBI CENTRAL,NAIROBI_RTI_SOUTH_B,767
NAIROBI CENTRAL,NAIROBI_RUAI,3275
NAIROBI CENTRAL,NAIROBI_RUAI_PCEA,2803
NAIROBI EAST,NAIROBI_RUARAKA_EXCH,3906
NAIROBI CENTRAL,NAIROBI_RUNDA_POLICE,3971
NAIROBI CENTRAL,NAIROBI_SAMEER,1410
NAIROBI CENTRAL,NAIROBI_STAREHE,916
NAIROBI CENTRAL,NAIROBI_TEMPLES,1873
NAIROBI WEST,NAIROBI_THIRD_NGONG_AVENUE,612
NAIROBI WEST,NAIROBI_T_MALL_IBS,21
NAIROBI CENTRAL,NAIROBI_UTAWALA_ZEBRA,2279
NAIROBI WEST,NAIROBI_WAITHAKA_EAST,4677
NAIROBI CENTRAL,NAIROBI_WESTGATE_MICRO,79
ABERDARE,NAIVASHA_CRATER_LAKE,704
ABERDARE,NAKURU_MILITARY_ACADEMY,3717
ABERDARE,NAKURU_MWARIKI_SFC,2818
ABERDARE,NAKURU_MZEE_WA_NYAMA,3884
ABERDARE,NAKURU_NGEI_ESTATE,2101
ABERDARE,NAKURU_RHONDA_WEST,2697
ABERDARE,NAKURU_SATELLITE,3958
BUNGOMA,NAMBALE,7285
MERU,NANYUKI_EQUATOR_ROAD_ATC,2877
RIFT,NDURIO,2388
WESTERN,NGERE,3539
COAST,NGOMBENI_ATC,3409
EASTERN,NGUNI,4859
BUNGOMA,NGWELO,1539
ABERDARE,NJORO_CAMPUS,5206
ABERDARE,NJORO_SIAN_ROSES,1332
MERU,NORTH_HORR,755
ABERDARE,NORTH_KINANGOP,7299
MERU,NTHUMBURI,2745
WESTERN,NYAMONDO,7777
BUNGOMA,ABOM_ATC,3761
ABERDARE,AITONG,2794
COAST,ATC_MBUNGONI_KISAUNI,3621
NAIROBI WEST,ATHI_RIVER,2555
NAIROBI WEST,ATHI_RIVER_KMC,4287
WESTERN,AWENDO_TOWN,3237
COAST,BARAHOYO,3445
MERU,BARICHO_NDIA,4141
WESTERN,BARSIELE,2494
BUNGOMA,BOKOLI,2613
BUNGOMA,BUHUYI_SECONDARY_SCHOOL,3231
BUNGOMA,BUKURA,5710
MERU,CAMPI_YA_CHUMVI,186
WESTERN,CHEBANGO,1116
RIFT,CHELINGWA,2405
WESTERN,CHEMASIT,2409
COAST,CORAL_KEY,3185
NAIROBI WEST,DAYSTAR_ATHI_RIVER,1683
RIFT,DIGUNA,4518
RIFT,ELDORET_HURUMA_KINGONGO,6463
RIFT,ELDORET_KAPSOYA,4264
RIFT,ELDORET_KAPSOYA_ESTATE,2227
RIFT,ELDORET_POLYTECHNIC,6011
WESTERN,FORT_TENAN,3171
NAIROBI EAST,GACHARAGE,3355
NAIROBI CENTRAL,GACHIE,2568
NAIROBI CENTRAL,GACHIE_NEW,2221
EASTERN,GARISSA_BULLA_MZURI,2187
RIFT,GAS_Primary_School,5
NAIROBI CENTRAL,GATHIGA,1933
NAIROBI EAST,GATUYA,3840
ABERDARE,GILGIL_WEIGH_BRIDGE,354
BUNGOMA,GOBEI,4257
WESTERN,GORGOR,4973
EASTERN,Hargaderra_G3,14
MERU,IHURIRIO,3008
EASTERN,IKALAASA,1520
WESTERN,KADONGO,6760
MERU,KAGUMO,4615
NAIROBI EAST,KAGWE,4789
ABERDARE,KAHURUKO_CENTRE,2175
ABERDARE,KAITAPINI,1051
NAIROBI WEST,KAJIADO_SOUTH,1347
NAIROBI WEST,KAJIADO_TOWN_SC_2,22
MERU,KAJIAMPAU,4708
EASTERN,KALAMBA,2419
NAIROBI EAST,KALIMONI_KENYATTA_ROAD,7086
EASTERN,KAMOR_JILA,694
NAIROBI CENTRAL,KAMULU_STAGE_26,4371
MERU,KANUNGA_HUB_ATC,2123
NAIROBI EAST,KANUNGA_KIAMBU,2003
ABERDARE,KANYAGIA,2606
WESTERN,KANYAMWA_KOMUNGU,1771
WESTERN,KAPKWEN,2104
RIFT,KAPTAGAT_CHEPTIGIT,1533
NAIROBI WEST,KARAI,3769
EASTERN,KATANGI,2341
EASTERN,KATANGINI,2995
WESTERN,KENYAGO,1190
ABERDARE,KENYA_FARMERS_ASS,1155
MERU,KERUGOYA_TOWN,4743
NAIROBI CENTRAL,KIAMBAA_CENTER,2342
COAST,KIKONENI,2715
NAIROBI WEST,KIKUYU,5624
COAST,KILIFI_CBD,1891
EASTERN,KILIMAMBOGO,2531
WESTERN,KIMARGIS_KAPKOROS,1932
RIFT,KIMNGOROR,1929
WESTERN,KINDU_BAY_TOWN,2419
NAIROBI CENTRAL,KINOO,1958
WESTERN,KIOGORO,3051
ABERDARE,KIPTAGICH,2856
NAIROBI WEST,KISERIAN,5355
WESTERN,KISII_MILIMANI,4497
WESTERN,KISUMU_KAJULU_GOT_NYABONDO,3751
WESTERN,KISUMU_KANYAWEGI,1188
WESTERN,KISUMU_MILIMANI,1225
WESTERN,KISUMU_MOSQUE,1217
WESTERN,KISUMU_WATHOREGO,2411
WESTERN,KISUMU_WESTEND_MALL_IBS,357
NAIROBI WEST,KITENGELA_CHUNA,1542
NAIROBI WEST,KITENGELA_MILIMANI,1836
NAIROBI WEST,KITENGELA_TOWN,6524
MERU,KIWANJA_ISIOLO,369
RIFT,KOBUJOI,2691
RIFT,KOISAGAT,5769
RIFT,KOKWOPTORIR,4148
WESTERN,KOROWE,4734
WESTERN,KSM_PATEL_JUNCTION,2177
MERU,KUTUS_MJINI,5253
MERU,LAARE,5673
COAST,LIKONI_ISTQAMA,5352
RIFT,LODWAR,1756
ABERDARE,LONDIANI_HILL,1755
ABERDARE,MACHA,4239
EASTERN,MADOGO_TOWN,6456
RIFT,MAKUTANO_JUNCTION,433
RIFT,MAKUTANO_KAPENGURIA_ATC,1207
COAST,MALINDI_MARINE_PARK,4
COAST,MALINDI_TOWN,2611
COAST,MARAFA,1471
MERU,MARAGIMA,959
NAIROBI EAST,MARAGUA_RIDGE_ATC,1649
COAST,MAREJE_BANDO,1309
BUNGOMA,ABOKE_UWAI,1836
BUNGOMA,ANGURAI,5436
BUNGOMA,ANYIKO,3237
NAIROBI WEST,ATHI_RIVER_ACACIA,2493
BUNGOMA,BITOBO,3211
WESTERN,BODI_HILL,3851
WESTERN,BROOKBOND,2572
BUNGOMA,BUNGOMA_SIKATA,1519
BUNGOMA,BUYOFU,2212
COAST,CHAWIA,2498
BUNGOMA,CHEBUKAKA,5014
WESTERN,CHEMELIL_SUGAR_NEW,3712
WESTERN,CHEPILAT,2491
RIFT,CHEPKORIO,2433
WESTERN,CHEPLANGET,1523
RIFT,CHESOI,2550
COAST,DABASSO_DONGO_KUNDU,619
WESTERN,DAGO,3332
NAIROBI WEST,DEVKI,3027
BUNGOMA,DIENYA,3432
RIFT,ELDORET_BACON_ESTATE,3909
RIFT,ELDORET_HURUMA,4273
RIFT,ELDORET_LIGHTHOUSE,2886
RIFT,ELGEYO_BORDER_CENTRE,1767
ABERDARE,EMINING,1058
MERU,ENDARASHA_ATC,1890
EASTERN,ENTARARA,258
BUNGOMA,ESHISIRU_CENTRE,2972
BUNGOMA,FUNYULA,8777
RIFT,GARAGE,1267
EASTERN,GARISSA_NGULET,2234
RIFT,GAS_PRIMARY_SCHOOL,182
WESTERN,GEMBE_HILL,1880
WESTERN,GETAMBWEGA,1599
WESTERN,GETUNO,3285
ABERDARE,GILGIL,10032
MERU,GK_MWEA_PRISON,3203
WESTERN,HOMABAY_TOWN,9993
COAST,JILORE,1556
NAIROBI EAST,JUJA_FARM,3716
WESTERN,KABIANGA_NEW_ATC,2771
ABERDARE,KABIMOI,1217
RIFT,KABOMOI,801
RIFT,KACHELIBA,2901
NAIROBI WEST,KAJIADO_DC_SAFCOM,3086
NAIROBI WEST,KAJIADO_KWA_DC,1649
MERU,KAMBACHI,6186
WESTERN,KAMUREITO,1129
BUNGOMA,KANDUYI,4263
NAIROBI EAST,KANGOYA,2193
MERU,KANGURWE,2982
MERU,KARATINA,4530
MERU,KARATINA_MINJU_PLAZA,5522
RIFT,KARUNA,2135
EASTERN,KATELEMBO,1464
WESTERN,KATOLO,2487
EASTERN,KATUTU,3674
MERU,KAWIRU,11772
WESTERN,KEGONGA,3375
WESTERN,KERICHO_SHIVLING,4232
RIFT,KERITA,1321
MERU,KIAGATHA,2875
NAIROBI CENTRAL,KIAMBAA,2016
NAIROBI CENTRAL,KIAMBU_NORTH,1272
NAIROBI EAST,KIAMBU_REYMARK_HOTEL,3165
MERU,KIANYAGA,10432
NAIROBI WEST,KIBERA_LINDI_MOSQUE,700
BUNGOMA,KIBOOCHI_CENTRE,2542
ABERDARE,KIKOPEY,2083
COAST,KILIFI_KIWANJANI,5464
EASTERN,KIMANA,874
RIFT,KIMININI,7321
EASTERN,KINGOTI,2665
NAIROBI CENTRAL,KINOO_ORANGE,2766
COAST,KIPINI_ATC,273
WESTERN,KIPTERE,1304
ABERDARE,KIRATHIMO,4901
NAIROBI EAST,KIRIGITI,3131
WESTERN,KISUMU_KILIMANI,3537
WESTERN,KISUMU_NYALENDA,3930
WESTERN,KISUMU_STADIUM,2835
RIFT,KITALE_CHETOTO_PRIMARY,2836
RIFT,KITALE_SIBANGA,6451
MERU,KITHANGARI,11275
EASTERN,KIVAANI,1696
RIFT,KONYAO,761
BUNGOMA,KWANGAMOR,1839
EASTERN,KYATUNE,840
MERU,LAARE_TOWN,8608
WESTERN,LITEIN,4087
ABERDARE,LOWER_PESI,3600
WESTERN,LUANDA_KONYANGO,3341
NAIROBI WEST,LUKENYA,1695
BUNGOMA,MADEDE_ATC,3095
EASTERN,MADOGO,177
ABERDARE,MAIRO_INYA,2565
EASTERN,MALIKU_ATC,2515
NAIROBI EAST,MANGU,3867
BUNGOMA,MARAGOLI_HILL,4657
COAST,MARIAKANI,13148
WESTERN,MASABA_GETONGANYA,2901
NAIROBI WEST,MAVUNO_GREAT_WALL_GARDENS,2226
EASTERN,MBOONI,4711
MERU,MERU_TOWN,4642
COAST,MITCHEL_JUNDA,6999
NAIROBI WEST,MLOLONGO,8509
NAIROBI WEST,MLOLONGO_NGATA,6163
COAST,MOMBASA_LIKONI_346,4466
COAST,MOMBASA_MIKINDANI_NORTH,2841
WESTERN,AHERO_OMBAKA,2090
RIFT,ALALE_KALAPATA,1829
BUNGOMA,ANDUNGOSI,7673
WESTERN,AORA_CHUODHO,1504
WESTERN,AWASI,6169
WESTERN,AYWEYO,2170
NAIROBI CENTRAL,BNG_APARTMENT_KIHARA,1466
COAST,BOFU,1559
WESTERN,BOITO,1308
WESTERN,CHEBITET_ESTATE,1519
RIFT,CHEPNYAL,6013
RIFT,CHEPTULEL,2619
MERU,CHUKA,6267
MERU,CHUKA_UNIVERSITY,3355
EASTERN,CHUMANI_KIBWEZI,764
ABERDARE,COKERERIA,1696
COAST,CORNER_YA_MUSA,2395
COAST,DAKACHA,799
ABERDARE,DUNDORI_PRIMARY,2472
BUNGOMA,EJINJA,4583
RIFT,ELDORET_CHEPTIRET,3849
RIFT,ELDORET_NANDI_ROAD,607
RIFT,ELDORET_POLYTECHNIC_ATC,1748
RIFT,ELDORET_RAYMOND,1301
EASTERN,ELWAK,844
WESTERN,EMURUA_DIKIRR_ATC,1544
WESTERN,ENOSAIN_LANGATA,4911
MERU,GAKURI_ATC,2541
EASTERN,GARISSA_BULLA_MADINA,2100
NAIROBI EAST,GATUKUYU,4583
WESTERN,GIKENDU,4074
NAIROBI EAST,GIKIRO,1693
MERU,GIKUMEENE_NEW,3747
ABERDARE,GWATHUKIA_WERU,2625
EASTERN,HABASWEIN,405
COAST,HARAA,433
WESTERN,HOMABAY_KUMUINDA,601
EASTERN,IKATINI,1930
