id,sales
3001145,3.616783396
3001146,5.857691254
3001147,210.3819523
3001148,46.58439425
3001149,479.3796859
3001150,2.275980546
3001151,9.368991903
3001152,7.760151714
3001153,1.702185878
3001154,3.91710409
3001155,2732.592517
3001156,0.161584549
3001157,517.3445294
3001158,14.43637922
3001159,1398.717573
3001160,728.4063726
3001161,288.0873466
3001162,165.7083248
3001163,121.0764382
3001164,5163.847482
3001165,18.43252416
3001166,1.58620987
3001167,34.48495797
3001168,24.26246113
3001169,0.258501922
3001170,278.5677055
3001171,12.67678247
3001172,7.983238157
3001173,8.895419298
3001174,86.9170275
3001175,4.354479727
3001176,345.6518473
3001177,322.5936311
3001178,6.600114293
3001179,9.851387651
3001180,306.5901751
3001181,68.94067321
3001182,696.8718019
3001183,4.654779251
3001184,14.94583997
3001185,6.482361273
3001186,1.143791505
3001187,3.095683564
3001188,2407.735205
3001189,0.213860205
3001190,455.5525321
3001191,12.36577285
3001192,1232.26069
3001193,641.5503415
3001194,253.5201176
3001195,145.6738596
3001196,106.3421026
3001197,4550.273575
3001198,15.88736725
3001199,1.04158789
3001200,30.03354109
3001201,21.02498706
3001202,0.128451972
3001203,245.1309537
3001204,10.81513188
3001205,6.678955736
3001206,7.482813465
3001207,76.23919309
3001208,3.481119932
3001209,304.2487138
3001210,283.9287088
3001211,5.460080714
3001212,8.325258584
3001213,269.8256966
3001214,60.39756833
3001215,613.7605668
3001216,3.745758262
3001217,12.81473408
3001218,4.861910192
3001219,0.435654446
3001220,2.053985538
3001221,1995.762031
3001222,0.689986679
3001223,377.1899888
3001224,9.739899136
3001225,1021.165641
3001226,531.4024292
3001227,209.6831143
3001228,120.2668213
3001229,87.6565112
3001230,3772.159678
3001231,12.65968442
3001232,0.350916518
3001233,24.38840315
3001234,16.91933076
3001235,0.619173953
3001236,202.7275838
3001237,8.454248894
3001238,5.024908412
3001239,5.691394016
3001240,62.69792078
3001241,2.373554264
3001242,251.7426453
3001243,234.8951482
3001244,4.014328275
3001245,6.389872767
3001246,223.2022152
3001247,49.5634886
3001248,508.3616795
3001249,2.59296826
3001250,10.11213689
3001251,10.88958632
3001252,3.069748677
3001253,5.928843838
3001254,3528.200062
3001255,1.081085719
3001256,668.679215
3001257,19.5074981
3001258,1806.38687
3001259,941.1253446
3001260,372.7458941
3001261,214.7747026
3001262,157.1622769
3001263,6666.550393
3001264,24.66586403
3001265,2.920042723
3001266,45.38691621
3001267,32.19135391
3001268,1.206190109
3001269,360.457603
3001270,17.23614806
3001271,11.17755423
3001272,12.35503007
3001273,113.0680953
3001274,6.493423857
3001275,447.0521978
3001276,417.2878327
3001277,9.392168779
3001278,13.589028
3001279,396.6300029
3001280,89.86357821
3001281,900.4193998
3001282,6.881061157
3001283,20.16512815
3001284,7.80257891
3001285,1.720726561
3001286,3.944378179
3001287,2743.378938
3001288,0.174050653
3001289,519.3962439
3001290,14.50513073
3001291,1404.244535
3001292,731.2903023
3001293,289.2351018
3001294,166.3735404
3001295,121.5656707
3001296,5184.220322
3001297,18.51703244
3001298,1.604293261
3001299,34.63276088
3001300,24.36995681
3001301,0.27135017
3001302,279.6779248
3001303,12.7385959
3001304,8.026544981
3001305,8.942322845
3001306,87.27156965
3001307,4.383478384
3001308,347.0265789
3001309,323.8774443
3001310,6.637967471
3001311,9.902060574
3001312,307.8108868
3001313,69.22433473
3001314,699.6313911
3001315,4.684961987
3001316,15.01660028
3001317,7.506786205
3001318,1.59146516
3001319,3.754229473
3001320,2668.178482
3001321,0.08713983
3001322,505.0921598
3001323,14.02581093
3001324,1365.711823
3001325,711.1842039
3001326,281.2332152
3001327,161.7358092
3001328,118.154854
3001329,5042.185541
3001330,17.92786005
3001331,1.478219999
3001332,33.60231285
3001333,23.62052155
3001334,0.181775123
3001335,271.9377298
3001336,12.30764679
3001337,7.72461971
3001338,8.615322043
3001339,84.79978287
3001340,4.181306379
3001341,337.4422648
3001342,314.9269924
3001343,6.374063778
3001344,9.548780545
3001345,299.3003642
3001346,67.24671147
3001347,680.3921667
3001348,4.474534856
3001349,14.52327559
3001350,3.92746019
3001351,0.027299832
3001352,1.453279516
3001353,1758.193407
3001354,0.964549972
3001355,332.0014116
3001356,8.225661695
3001357,899.4354809
3001358,467.8844878
3001359,184.4040496
3001360,105.6155879
3001361,76.8812702
3001362,3323.452191
3001363,10.79840748
3001364,0.047366325
3001365,21.13307554
3001366,14.55176128
3001367,0.902153897
3001368,178.2752387
3001369,7.092821119
3001370,4.071084787
3001371,4.658353323
3001372,54.889205
3001373,1.73486498
3001374,221.4644738
3001375,206.6194345
3001376,3.180620065
3001377,5.273812368
3001378,196.3162987
3001379,43.31590362
3001380,447.5823128
3001381,1.928199893
3001382,8.553656055
3001383,5.604838206
3001384,0.760313959
3001385,2.531572708
3001386,2184.639323
3001387,0.471697031
3001388,413.1168547
3001389,10.94378315
3001390,1117.946363
3001391,581.9019295
3001392,229.78106
3001393,131.9151831
3001394,96.22329207
3001395,4128.901464
3001396,14.13947978
3001397,0.66756854
3001398,26.97652887
3001399,18.80165052
3001400,0.394192705
3001401,222.1682518
3001402,9.536642635
3001403,5.783239292
3001404,6.512705878
3001405,68.90618629
3001406,2.881339764
3001407,275.8150963
3001408,257.3755589
3001409,4.677162223
3001410,7.277188872
3001411,244.5776772
3001412,54.53058784
3001413,556.6838948
3001414,3.121487755
3001415,11.3511963
3001416,12.65162074
3001417,3.83975765
3001418,7.061557932
3001419,3976.168483
3001420,1.598812694
3001421,753.8885127
3001422,22.36280174
3001423,2035.925883
3001424,1060.897188
3001425,420.4130588
3001426,242.4016249
3001427,177.4804807
3001428,7512.650276
3001429,28.17555853
3001430,3.671059983
3001431,51.52528562
3001432,36.65573287
3001433,1.73978784
3001434,406.5658738
3001435,19.80330799
3001436,12.97612029
3001437,14.30297084
3001438,127.7925064
3001439,7.697760633
3001440,504.1458682
3001441,470.6055925
3001442,10.96424065
3001443,15.69351388
3001444,447.3271082
3001445,101.6442618
3001446,1015.027282
3001447,8.134573643
3001448,23.10385881
3001449,5.420360724
3001450,0.679697307
3001451,2.412982377
3001452,2137.738941
3001453,0.525900836
3001454,404.195805
3001455,10.64484504
3001456,1093.914608
3001457,569.3623288
3001458,224.7905113
3001459,129.0227623
3001460,94.09606287
3001461,4040.318418
3001462,13.77202975
3001463,0.588940239
3001464,26.3338678
3001465,18.3342491
3001466,0.45005811
3001467,217.3409126
3001468,9.267871949
3001469,5.594937103
3001470,6.308764794
3001471,67.3646033
3001472,2.755250845
3001473,269.8376327
3001474,251.7934171
3001475,4.512573009
3001476,7.056858184
3001477,239.2699066
3001478,53.29720056
3001479,544.6849387
3001480,2.990250349
3001481,11.04352374
3001482,2.900332824
3001483,0.421554787
3001484,0.792996363
3001485,1497.06308
3001486,1.266344045
3001487,282.3310983
3001488,6.561244432
3001489,765.6323044
3001490,398.0669313
3001491,156.6178448
3001492,89.51126685
3001493,65.03735679
3001494,2830.242561
3001495,8.752531857
3001496,0.48515027
3001497,17.55488936
3001498,11.94937976
3001499,1.213199371
3001500,151.3977464
3001501,5.596368958
3001502,3.022662351
3001503,3.522857187
3001504,46.30603238
3001505,1.032831441
3001506,188.1833581
3001507,175.5393775
3001508,2.264225913
3001509,4.047062756
3001510,166.763877
3001511,36.44869244
3001512,380.7749388
3001513,1.197500786
3001514,6.840607407
3001515,9.362081925
3001516,2.402229317
3001517,4.946896078
3001518,3139.857063
3001519,0.632269159
3001520,594.8114318
3001521,17.03224064
3001522,1607.399922
3001523,837.2953544
3001524,331.4233169
3001525,190.8249746
3001526,139.5484636
3001527,5933.067963
3001528,21.62331634
3001529,2.268987245
3001530,40.06557507
3001531,28.32119202
3001532,0.743615219
3001533,320.4864281
3001534,15.01068185
3001535,9.618380624
3001536,10.6663638
3001537,100.3035305
3001538,5.449386525
3001539,397.5578001
3001540,371.0667649
3001541,8.029342573
3001542,11.76465307
3001543,352.6807757
3001544,79.65092534
3001545,801.0660376
3001546,5.794393494
3001547,17.61754796
3001548,8.067437803
3001549,1.836469887
3001550,4.114641255
3001551,2810.714978
3001552,0.251872398
3001553,532.2044161
3001554,14.93432358
3001555,1438.747521
3001556,749.2937178
3001557,296.4001562
3001558,170.5262607
3001559,124.6197864
3001560,5311.401197
3001561,19.04458956
3001562,1.717181861
3001563,35.55544531
3001564,25.04101661
3001565,0.351557516
3001566,286.6086553
3001567,13.12447664
3001568,8.296895101
3001569,9.235126113
3001570,89.48485855
3001571,4.564507371
3001572,355.6085715
3001573,331.8918637
3001574,6.874272284
3001575,10.2183948
3001576,315.4313845
3001577,70.99513942
3001578,716.8585897
3001579,4.873382784
3001580,15.4583334
3001581,6.948362175
3001582,1.347433881
3001583,3.39524967
3001584,2526.20831
3001585,0.076938227
3001586,478.0876252
3001587,13.12090797
3001588,1292.966308
3001589,673.2261058
3001590,266.1265352
3001591,152.9802837
3001592,111.7156079
3001593,4774.039527
3001594,16.81556751
3001595,1.240207574
3001596,31.65694053
3001597,22.20567036
3001598,0.012667305
3001599,257.3250945
3001600,11.49406234
3001601,7.154618072
3001602,7.997980563
3001603,80.13332182
3001604,3.799627912
3001605,319.3481362
3001606,298.0295254
3001607,5.875842688
3001608,8.881826781
3001609,283.2334352
3001610,63.5131767
3001611,644.0706312
3001612,4.077271621
3001613,13.59193294
3001614,24.51437367
3001615,9.023780216
3001616,14.68746312
3001617,6992.07932
3001618,5.084367301
3001619,1327.553156
3001620,41.58590047
3001621,3581.27856
3001622,1867.251347
3001623,741.3283551
3001624,428.3976246
3001625,314.2711293
3001626,13208.94869
3001627,51.80429032
3001628,8.727222389
3001629,92.85135675
3001630,66.71179986
3001631,5.332191019
3001632,716.9860438
3001633,37.0865027
3001634,25.08481951
3001635,27.41732312
3001636,226.9234025
3001637,15.80585969
3001638,888.5243448
3001639,829.5630594
3001640,21.54808621
3001641,29.86179334
3001642,788.6412323
3001643,180.9567524
3001644,1786.615499
3001645,16.57374415
3001646,42.88862313
3001647,3.04582998
3001648,0.357972536
3001649,0.886528405
3001650,1534.053351
3001651,1.223593574
3001652,289.3671189
3001653,6.797016533
3001654,784.586119
3001655,407.9568984
3001656,160.5538842
3001657,91.79251548
3001658,66.71509975
3001659,2900.107896
3001660,9.042339229
3001661,0.423136229
3001662,18.06175533
3001663,12.31801867
3001664,1.169138398
3001665,155.2050626
3001666,5.808348056
3001667,3.171176047
3001668,3.68370526
3001669,47.52187692
3001670,1.132277611
3001671,192.8977761
3001672,179.9420057
3001673,2.394037217
3001674,4.22083729
3001675,170.9501089
3001676,37.42146341
3001677,390.2385002
3001678,1.301007562
3001679,7.08326836
3001680,7.410210281
3001681,1.549261485
3001682,3.692146173
3001683,2643.625634
3001684,0.058763562
3001685,500.4218953
3001686,13.86931366
3001687,1353.130943
3001688,704.6195896
3001689,278.6206099
3001690,160.2215961
3001691,117.0412269
3001692,4995.811374
3001693,17.73549605
3001694,1.437057247
3001695,33.26587294
3001696,23.37583193
3001697,0.152528989
3001698,269.4105664
3001699,12.16694247
3001700,7.626041512
3001701,8.508556716
3001702,83.99274778
3001703,4.115297489
3001704,334.3129991
3001705,312.0046817
3001706,6.287899574
3001707,9.433435085
3001708,296.5216898
3001709,66.60102011
3001710,674.1105855
3001711,4.405830678
3001712,14.36220574
3001713,1.692191063
3001714,0.949512689
3001715,0.016349105
3001716,1189.912805
3001717,1.621324386
3001718,223.907205
3001719,4.603500856
3001720,608.248507
3001721,315.9451725
3001722,123.9347759
3001723,70.56882272
3001724,51.1061474
3001725,2250.112802
3001726,6.346104125
3001727,1.000086473
3001728,13.3461064
3001729,8.888371084
3001730,1.579061522
3001731,119.7835356
3001732,3.836191585
3001733,1.789472611
3001734,2.187248433
3001735,36.210216
3001736,0.207075975
3001737,149.0369903
3001738,138.9819689
3001739,1.186332283
3001740,2.604118593
3001741,132.0033245
3001742,28.37124763
3001743,302.193858
3001744,0.338027915
3001745,4.82566196
3001746,6.599766823
3001747,1.195097726
3001748,3.171157073
3001749,2437.583645
3001750,0.179363705
3001751,461.2300855
3001752,12.55602367
3001753,1247.555031
3001754,649.5308208
3001755,256.6962131
3001756,147.5146602
3001757,107.6959183
3001758,4606.649785
3001759,16.12122058
3001760,1.09162868
3001761,30.44254481
3001762,21.32245166
3001763,0.092897993
3001764,248.2031791
3001765,10.98618349
3001766,6.798795414
3001767,7.612606082
3001768,77.2202906
3001769,3.561365709
3001770,308.0529038
3001771,287.4813074
3001772,5.56482893
3001773,8.465481907
3001774,273.2036792
3001775,61.18252328
3001776,621.3969679
3001777,3.82928065
3001778,13.0105437
3001779,7.391831107
3001780,1.541229787
3001781,3.680331223
3001782,2638.953029
3001783,0.05336333
3001784,499.5331065
3001785,13.83953097
3001786,1350.736701
3001787,703.3702907
3001788,278.1234101
3001789,159.9334292
3001790,116.8292947
3001791,4986.985998
3001792,17.69888763
3001793,1.429223644
3001794,33.20184572
3001795,23.32926553
3001796,0.146963215
3001797,268.9296269
3001798,12.14016531
3001799,7.607281288
3001800,8.488238416
3001801,83.83916252
3001802,4.102735466
3001803,333.7174747
3001804,311.4485425
3001805,6.271501833
3001806,9.411483918
3001807,295.9928858
3001808,66.47813986
3001809,672.9151502
3001810,4.392755721
3001811,14.33155285
3001812,2.453538782
3001813,0.616803766
3001814,0.505777281
3001815,1383.473005
3001816,1.397622598
3001817,260.7248198
3001818,5.837233232
3001819,707.4287514
3001820,367.6967266
3001821,144.5310178
3001822,82.50598696
3001823,59.88532782
3001824,2615.699427
3001825,7.862588633
3001826,0.675583574
3001827,15.99840053
3001828,10.81735993
3001829,1.348502226
3001830,139.7062037
3001831,4.945421537
3001832,2.566605085
3001833,3.028923401
3001834,42.57240545
3001835,0.7274512
3001836,173.706279
3001837,162.0197452
3001838,1.865600133
3001839,3.513434273
3001840,153.9087566
3001841,33.46149811
3001842,351.7141449
3001843,0.879651201
3001844,6.095441856
3001845,6.542643641
3001846,1.170134898
3001847,3.134435751
3001848,2423.061011
3001849,0.196147834
3001850,458.4676955
3001851,12.46345793
3001852,1240.113633
3001853,645.6479518
3001854,255.150897
3001855,146.6190264
3001856,107.0372249
3001857,4579.220175
3001858,16.00744021
3001859,1.067281542
3001860,30.24354576
3001861,21.1777215
3001862,0.110196634
3001863,246.7084006
3001864,10.90295904
3001865,6.740487917
3001866,7.549456024
3001867,76.74294169
3001868,3.52232246
3001869,306.201991
3001870,285.7528053
3001871,5.513864121
3001872,8.397256833
3001873,271.5601358
3001874,60.80060672
3001875,617.6815087
3001876,3.78864318
3001877,12.91527334
3001878,10.29176866
3001879,2.808502386
3001880,5.544540062
3001881,3376.214705
3001882,0.905432893
3001883,639.7696648
3001884,18.53875941
3001885,1728.509574
3001886,900.4895196
3001887,356.5735241
3001888,205.4015249
3001889,150.2687789
3001890,6379.48821
3001891,23.47510561
3001892,2.665239883
3001893,43.30430899
3001894,30.67669306
3001895,1.025152701
3001896,344.8141298
3001897,16.36516989
3001898,10.56734223
3001899,11.69413868
3001900,108.0724421
3001901,6.084820156
3001902,427.6816318
3001903,399.1983461
3001904,8.858801039
3001905,12.87502446
3001906,379.4296439
3001907,85.86666389
3001908,861.5355876
3001909,6.455773272
3001910,19.16808459
3001911,9.481732235
3001912,2.454516498
3001913,5.023812619
3001914,3170.276197
3001915,0.667425222
3001916,600.5975383
3001917,17.226129
3001918,1622.986685
3001919,845.4284181
3001920,334.6601385
3001921,192.7009708
3001922,140.9281638
3001923,5990.52207
3001924,21.86164088
3001925,2.319984801
3001926,40.48239883
3001927,28.62434406
3001928,0.77984898
3001929,323.6173935
3001930,15.18500392
3001931,9.740511602
3001932,10.79863802
3001933,101.3033863
3001934,5.531166579
3001935,401.4347252
3001936,374.6872881
3001937,8.136093544
3001938,11.90755742
3001939,356.1233443
3001940,80.4508884
3001941,808.8484444
3001942,5.879512806
3001943,17.8171014
3001944,9.027131433
3001945,2.255855966
3001946,4.731575004
3001947,3054.701381
3001948,0.53385286
3001949,578.6137367
3001950,16.48946727
3001951,1563.766151
3001952,814.5275598
3001953,322.3621203
3001954,185.5732888
3001955,135.6861143
3001956,5772.230258
3001957,20.95614782
3001958,2.126224086
3001959,38.89871373
3001960,27.47254462
3001961,0.642182
3001962,311.7215664
3001963,14.5226826
3001964,9.276485722
3001965,10.29607381
3001966,97.5045223
3001967,5.220450478
3001968,386.7046904
3001969,360.9314295
3001970,7.730502641
3001971,11.36460493
3001972,343.0436085
3001973,77.41149931
3001974,779.2798759
3001975,5.556109486
3001976,17.05891569
3001977,9.131783886
3001978,2.301589084
3001979,4.798850256
3001980,3081.307555
3001981,0.564602202
3001982,583.6745698
3001983,16.65905223
3001984,1577.399154
3001985,821.641165
3001986,325.1932147
3001987,187.2141337
3001988,136.8928727
3001989,5822.482641
3001990,21.16459899
3001991,2.17082923
3001992,39.2632897
3001993,27.73769734
3001994,0.673873953
3001995,314.4600734
3001996,14.67515385
3001997,9.383307897
3001998,10.41176779
3001999,98.37904877
3002000,5.291979613
3002001,390.0956529
3002002,364.0981295
3002003,7.823872654
3002004,11.48959659
3002005,346.05466
3002006,78.11118906
3002007,786.0867782
3002008,5.630559312
3002009,17.23345563
3002010,6.900087049
3002011,1.326337653
3002012,3.364216271
3002013,2513.935149
3002014,0.09112259
3002015,475.7531137
3002016,13.04268013
3002017,1286.67754
3002018,669.9446711
3002019,264.8205798
3002020,152.2233784
3002021,111.1589424
3002022,4750.858607
3002023,16.71941107
3002024,1.219631669
3002025,31.48876529
3002026,22.08335808
3002027,0.001951875
3002028,256.0618487
3002029,11.42372889
3002030,7.105342073
3002031,7.944612089
3002032,79.72991153
3002033,3.76663224
3002034,317.7839192
3002035,296.5687585
3002036,5.832772038
3002037,8.824169381
3002038,281.8444673
3002039,63.19041683
3002040,640.9306755
3002041,4.042928663
3002042,13.51141941
3002043,7.36601946
3002044,1.529950098
3002045,3.663738348
3002046,2632.390841
3002047,0.045779264
3002048,498.2848946
3002049,13.79770427
3002050,1347.374235
3002051,701.6157799
3002052,277.4251445
3002053,159.5287286
3002054,116.5316579
3002055,4974.591671
3002056,17.64747491
3002057,1.418222161
3002058,33.11192613
3002059,23.26386785
3002060,0.139146662
3002061,268.2541972
3002062,12.10255956
3002063,7.580934498
3002064,8.45970347
3002065,83.62346792
3002066,4.085093407
3002067,332.8811223
3002068,310.6675026
3002069,6.248472905
3002070,9.380655777
3002071,295.2502353
3002072,66.30556727
3002073,671.236285
3002074,4.374393298
3002075,14.28850404
3002076,8.723639864
3002077,2.123230162
3002078,4.536477126
3002079,2977.543615
3002080,0.44467993
3002081,563.9373472
3002082,15.99767178
3002083,1524.230513
3002084,793.8981418
3002085,314.1519614
3002086,180.8148471
3002087,132.1865212
3002088,5626.49861
3002089,20.35164051
3002090,1.996869402
3002091,37.8414453
3002092,26.70360313
3002093,0.550275502
3002094,303.7799103
3002095,14.08051678
3002096,8.966701969
3002097,9.960561858
3002098,94.96840008
3002099,5.013016359
3002100,376.8709167
3002101,351.7480161
3002102,7.459730088
3002103,11.00212976
3002104,334.3115747
3002105,75.38240266
3002106,759.5398949
3002107,5.340205377
3002108,16.55275079
3002109,6.275925677
3002110,1.053579158
3002111,2.962977581
3002112,2355.252332
3002113,0.274515817
3002114,445.5696215
3002115,12.03125254
3002116,1205.368467
3002117,627.5181685
3002118,247.9355504
3002119,142.4371577
3002120,103.9616721
3002121,4451.146605
3002122,15.47618012
3002123,0.953600565
3002124,29.31438491
3002125,20.50195146
3002126,0.190966963
3002127,239.7290227
3002128,10.51436977
3002129,6.468240183
3002130,7.25459754
3002131,74.51411749
3002132,3.340022813
3002133,297.5597605
3002134,277.6821319
3002135,5.27590066
3002136,8.078702221
3002137,263.8861491
3002138,59.01737257
3002139,600.3333906
3002140,3.598899838
3002141,12.47043966
3002142,28.80337344
3002143,10.89807295
3002144,17.44462294
3002145,8082.487337
3002146,6.344575873
3002147,1534.962645
3002148,48.53604658
3002149,4140.003615
3002150,2158.790152
3002151,857.3558608
3002152,495.6448147
3002153,363.7280356
3002154,15268.45568
3002155,60.34730102
3002156,10.55528705
3002157,107.7928725
3002158,77.57862524
3002159,6.631030885
3002160,829.2190176
3002161,43.33527301
3002162,29.46274161
3002163,32.1588409
3002164,262.7643573
3002165,18.73735756
3002166,1027.497078
3002167,959.3447806
3002168,25.37469472
3002169,34.98436041
3002170,912.0439712
3002171,209.6323268
3002172,2065.584614
3002173,19.62494151
3002174,50.04184046
3002175,24.74614662
3002176,9.125064988
3002177,14.83645709
3002178,7051.003801
3002179,5.152467623
3002180,1338.761342
3002181,41.96147892
3002182,3611.471463
3002183,1883.005792
3002184,747.5983572
3002185,432.0315907
3002186,316.9437275
3002187,13320.24224
3002188,52.26594546
3002189,8.826009045
3002190,93.65878026
3002191,67.29903147
3002192,5.402378934
3002193,723.0509935
3002194,37.42417956
3002195,25.32139773
3002196,27.67354966
3002197,228.8602093
3002198,15.96427469
3002199,896.0342825
3002200,836.5763246
3002201,21.75487204
3002202,30.13861138
3002203,795.3097842
3002204,182.5063497
3002205,1801.690691
3002206,16.73862759
3002207,43.27517534
3002208,18.53866326
3002209,6.412395
3002210,10.8460107
3002211,5472.852721
3002212,3.328563646
3002213,1038.576912
3002214,31.90250979
3002215,2802.826869
3002216,1461.060729
3002217,579.6713697
3002218,334.7045132
3002219,245.3645856
3002220,10339.51105
3002221,39.9016182
3002222,6.180245097
3002223,72.03387577
3002224,51.57143965
3002225,3.522563759
3002226,560.6158443
3002227,28.38031391
3002228,18.98521679
3002229,20.81113551
3002230,176.9874786
3002231,11.72150825
3002232,694.8985922
3002233,648.742816
3002234,16.21660907
3002235,22.72470336
3002236,616.7085977
3002237,141.0040973
3002238,1397.937781
3002239,12.3226197
3002240,32.92230057
3002241,22.90716712
3002242,8.321431019
3002243,13.65427927
3002244,6583.473352
3002245,4.612132381
3002246,1249.831098
3002247,38.98148898
3002248,3371.908867
3002249,1758.003714
3002250,697.8496476
3002251,403.1982472
3002252,295.738262
3002253,12437.1946
3002254,48.60298851
3002255,8.042196125
3002256,87.25235857
3002257,62.63970059
3002258,4.845479887
3002259,674.9292521
3002260,34.74491607
3002261,23.44429131
3002262,25.64054559
3002263,213.492808
3002264,14.70734656
3002265,836.4474275
3002266,780.9302678
3002267,20.11415043
3002268,27.94222614
3002269,742.3988215
3002270,170.2112235
3002271,1682.078075
3002272,15.43037632
3002273,40.20811525
3002274,15.55983958
3002275,5.11064917
3002276,8.93109035
3002277,4715.53554
3002278,2.453315493
3002279,894.5255414
3002280,27.07544966
3002281,2414.777554
3002282,1258.579326
3002283,499.0872011
3002284,287.9995628
3002285,211.0154573
3002286,8909.129025
3002287,33.96827152
3002288,4.910605885
